裝設金融機構代號,裝設金融機構名稱,裝設地點,裝設縣市,裝設地址,lat,lng,TWD97_X,TWD97_Y
4,臺灣銀行,上銀科技股份有限公司,台中市,台中市南屯區精科路7號,24.1459491,120.6020763,209560.1782,2671244.17
4,臺灣銀行,大甲分行,台中市,台中市大甲區民生路61號,24.3476615,120.6246279,211912.1605,2693577.957
4,臺灣銀行,大里分行,台中市,台中市大里區國光路二段481號,24.1109629,120.679133,217382.4163,2667349.348
4,臺灣銀行,大雅分行,台中市,台中市大雅區中清路三段1080號,24.2219123,120.6472239,214169.659,2679644.89
4,臺灣銀行,大銀微系統公司,台中市,台中市南屯區精科中路6號,24.1451549,120.6000195,209350.8981,2671156.807
4,臺灣銀行,中台科技大學,台中市,台中市北屯區?子路666號,24.173734,120.7351321,223088.1529,2674289.361
4,臺灣銀行,中部國際機場,台中市,台中市沙鹿區中航路一段168號,24.2557805,120.6003898,209423.5611,2683408.689
4,臺灣銀行,中港分行-無人銀行,台中市,台中市梧棲區四維路2號,24.2593302,120.5365528,202942.7677,2683821.886
4,臺灣銀行,中華電信中區分公司,台中市,台中市大里區大智路727號,24.118819,120.685254,218006.6007,2668218.001
4,臺灣銀行,中華電信南台中營運處,台中市,台中市西區市府路37號,24.1375174,120.6775602,217229.2974,2670290.629
4,臺灣銀行,公賣局台中酒廠,台中市,台中市西屯區工業區二十八路2號,24.1648084,120.5991019,209263.8758,2673333.722
4,臺灣銀行,太平分行,台中市,台中市太平區中興東路146號,24.1308103,120.7216359,221707.4173,2669538.213
4,臺灣銀行,水湳分行,台中市,台中市北屯區崇德路二段416號,24.178729,120.686163,218113.8681,2674852.851
4,臺灣銀行,水湳分行(外幣),台中市,台中市北屯區崇德路二段416號,24.178729,120.686163,218113.8681,2674852.851
4,臺灣銀行,水湳分行-無人銀行,台中市,台中市北屯區崇德路二段416號,24.178729,120.686163,218113.8681,2674852.851
4,臺灣銀行,北臺中分行,台中市,台中市北區進化北路369號,24.1630573,120.6786367,217345.1976,2673118.934
4,臺灣銀行,北臺中分行,台中市,台中市北區進化北路369號,24.1630573,120.6786367,217345.1976,2673118.934
4,臺灣銀行,台中工業區分行,台中市,台中市西屯區工業區一路196號,24.1734082,120.6134279,210722.2179,2674282.066
4,臺灣銀行,台中分行-外幣,台中市,台中市西區自由路一段140號,24.1364059,120.6786449,217339.2578,2670167.277
4,臺灣銀行,台中分行營業廳,台中市,台中市西區自由路一段140號,24.1364059,120.6786449,217339.2578,2670167.277
4,臺灣銀行,台中市政府惠中樓(行內),台中市,台中市西屯區台灣大道3段99號,24.161886,120.6467736,214107.1276,2672997.013
4,臺灣銀行,台中市政府陽明大樓,台中市,台中市豐原區陽明街36號,24.2467384,120.7206229,221630.1086,2682377.543
4,臺灣銀行,台中市豐原區公所,台中市,台中市豐原區市政路2號,24.2419363,120.7182037,221383.3708,2681846.197
4,臺灣銀行,台中科學博物館,台中市,台中市北區館前路1號,24.1572555,120.6661841,216078.3055,2672479.342
4,臺灣銀行,台中港酒店,台中市,台中市梧棲區大智路2段388號,24.260259,120.533737,202657.1984,2683925.707
4,臺灣銀行,台中縣稅捐稽徵處,台中市,台中市豐原區中山路219號,24.2422552,120.7128583,220840.6111,2681882.622
4,臺灣銀行,台灣省咨議會,台中市,台中市霧峰區中正路734號,24.0569632,120.6978583,219273.0704,2661364.687
4,臺灣銀行,台灣康寧顯示玻璃(股)公司台中分公司,台中市,台中市西屯區科園路1號,24.2013126,120.6177598,211170.8139,2677371.311
4,臺灣銀行,西屯分行,台中市,台中市西屯區青海路2段41號,24.1664581,120.6505506,214492.1925,2673502.414
4,臺灣銀行,西屯分行,台中市,台中市西屯區青海路二段41號,24.1664581,120.6505506,214492.1925,2673502.414
4,臺灣銀行,林新綜合醫院,台中市,台中市南屯區惠中路三段36號,24.1490126,120.6403479,213450.5162,2671572.936
4,臺灣銀行,林新綜合醫院,台中市,台中市烏日區榮和路168號,24.1106491,120.5978941,209123.9328,2667335.879
4,臺灣銀行,海關大樓收稅處,台中市,台中市梧棲區中棲路三段2號,24.255889,120.523853,201651.942,2683445.106
4,臺灣銀行,健行分行,台中市,台中市中區台灣大道一段276號,24.1415385,120.6808827,217567.9916,2670735.194
4,臺灣銀行,國立台中教育大學,台中市,台中市西區民生路140號,24.1437629,120.670513,216514.687,2670983.987
4,臺灣銀行,教育部中部辦公室,台中市,台中市霧峰區中正路738-4號,24.0583571,120.6984056,219329.0609,2661518.94
4,臺灣銀行,梧棲分行,台中市,台中市梧棲區建五路2號,24.2367455,120.515,200745.6221,2681327.997
4,臺灣銀行,復興分行,台中市,台中市東區復興路四段102號,24.1354144,120.685539,218039.694,2670055.878
4,臺灣銀行,順天商業大樓,台中市,台中市西屯區文心路2段201號,24.1598648,120.647223,214152.2293,2672773.048
4,臺灣銀行,漢翔航空公司,台中市,台中市西屯區漢翔路1號,24.1852178,120.641765,213604.7937,2675582.329
4,臺灣銀行,臺中工業區分行,台中市,台中市西屯區工業區一路196號,24.1734082,120.6134279,210722.2179,2674282.066
4,臺灣銀行,臺中分行,台中市,台中市西區自由路1段140號,24.1364059,120.6786449,217339.2578,2670167.277
4,臺灣銀行,臺中分行,台中市,台中市西區自由路一段140號,24.1364059,120.6786449,217339.2578,2670167.277
4,臺灣銀行,臺中市地方稅務局文心分局,台中市,台中市西屯區文心路2段99號,24.1586779,120.6462029,214048.2378,2672641.86
4,臺灣銀行,臺中市政府文心樓,台中市,台中市西屯區台灣大道3段99號,24.161886,120.6467736,214107.1276,2672997.013
4,臺灣銀行,臺中市議會,台中市,台中市西屯區市政北一路56號,24.1585833,120.6447066,213896.1606,2672631.768
4,臺灣銀行,臺中科學園區分行,台中市,台中市大雅區中科路6號,24.2097656,120.6185631,211254.9719,2678307.272
4,臺灣銀行,臺中精密園區分行,台中市,台中市南屯區精科東路17號,24.14722,120.6065632,210016.5689,2671383.635
4,臺灣銀行,臺銀人壽臺中分公司,台中市,台中市西區民權路95號,24.1382635,120.6792848,217404.765,2670372.857
4,臺灣銀行,臺灣高等法院台中分院,台中市,台中市南區五權南路99號,24.1274609,120.669075,216364.28,2669178.879
4,臺灣銀行,德芳分行,台中市,台中市大里區德芳路一段63號,24.1130205,120.6902669,218514.7384,2667574.683
4,臺灣銀行,潭子分行,台中市,台中市潭子區建國路1號,24.2175478,120.7051467,220051.7103,2679147.875
4,臺灣銀行,黎明分行-無人銀行,台中市,台中市南屯區大業路607號,24.1535737,120.6334755,212753.4275,2672079.892
4,臺灣銀行,豐原分行,台中市,台中市豐原區中正路302號,24.2511757,120.7142442,220983.3742,2682870.293
4,臺灣銀行,群創光電公司,台南市,台南市新市區紫楝路21號,23.1007961,120.2624638,174448.2807,2555635.438
4,臺灣銀行,群創光電公司,台南市,台南市新市區環西路一段3號,23.0901596,120.2774192,175974.5115,2554449.888
4,臺灣銀行,臺南分行,台南市,台南市中西區府前路一段155號,22.9889112,120.2066098,168659.2977,2543275.189
4,臺灣銀行,臺南分行營業廳,台南市,台南市中西區府前路一段155號,22.9889112,120.2066098,168659.2977,2543275.189
4,臺灣銀行,臺南市政府財政稅務局,台南市,台南市中西區忠義路一段96號,22.9878472,120.2020776,168193.9813,2543159.882
4,臺灣銀行,高雄科學園區分行,高雄市,高雄市路竹區路科五路23號,22.831206,120.2557108,173605.1623,2525784.809
4,臺灣銀行,高雄機場分行國內線營業廳,高雄市,高雄市小港區中山四路2號,22.5712279,120.3404126,182171.4501,2496955.07
4,臺灣銀行,高榮分行,高雄市,高雄市左營區重信路415號,22.6829225,120.3113007,179234.8331,2509336.917
4,臺灣銀行,國內線候機室,高雄市,高雄市小港區中山四路2號,22.5712279,120.3404126,182171.4501,2496955.07
4,臺灣銀行,統一夢時代購物中心,高雄市,高雄市前鎮區中華五路789號,22.5949041,120.3066113,178707.5669,2499592.559
4,臺灣銀行,博愛分行,高雄市,高雄市左營區裕誠路394號,22.6656706,120.306342,178716.3834,2507428.913
4,臺灣銀行,新興分行,高雄市,高雄市新興區民族二路133號,22.6342444,120.3130615,179390.867,2503945.767
4,臺灣銀行,楠梓分行,高雄市,高雄市楠梓區楠梓路201號,22.732272,120.327978,180973.2574,2514793.75
4,臺灣銀行,楠梓分行,高雄市,高雄市楠梓區楠梓路201號,22.732272,120.327978,180973.2574,2514793.75
4,臺灣銀行,義大世界3F影城,高雄市,高雄市大樹區學城路1段12號,22.7303876,120.402402,188617.0859,2514552.352
4,臺灣銀行,義大世界B遊樂大廳,高雄市,高雄市大樹區學城路1段12號,22.7303876,120.402402,188617.0859,2514552.352
4,臺灣銀行,鼓山分行,高雄市,高雄市鼓山區臨海一路23號,22.6228148,120.274494,175420.2726,2502698.928
4,臺灣銀行,漢來國際飯店,高雄市,高雄市前金區成功一路266號,22.6194802,120.2966243,177693.5362,2502318.763
4,臺灣銀行,漢神百貨,高雄市,高雄市前金區成功一路266號,22.6194802,120.2966243,177693.5362,2502318.763
4,臺灣銀行,鳳山分行,高雄市,高雄市鳳山區曹公路20號,22.6291586,120.3572368,183929.2725,2503362.324
4,臺灣銀行,鳳山分行-無人銀行,高雄市,高雄市鳳山區曹公路20號,22.6291586,120.3572368,183929.2725,2503362.324
4,臺灣銀行,鳳山商工職業學校,高雄市,高雄市鳳山區文衡路51號,22.6341849,120.35803,184013.2091,2503918.548
4,臺灣銀行,中屏分行,屏東縣,屏東縣屏東市中華路9號,22.6716168,120.4895675,197548.1896,2508011.098
4,臺灣銀行,東港分行,屏東縣,屏東縣東港鎮新勝街105號,22.4672221,120.4528938,193696.5903,2485391.767
4,臺灣銀行,屏東分行,屏東縣,屏東縣屏東市中山路43號,22.672495,120.485704,197151.507,2508109.711
4,臺灣銀行,屏東地政事務所,屏東縣,屏東縣屏東市自由路529號,22.6829666,120.4870065,197289.3558,2509268.785
4,臺灣銀行,屏東農科園區分行,屏東縣,屏東縣長治鄉德和村農科路23號,22.7127719,120.537136,202450.5888,2512552.248
4,臺灣銀行,國立屏東大學民生校區,屏東縣,屏東縣屏東市民生路4號,22.66224,120.507475,199384.949,2506966.585
4,臺灣銀行,國立屏東商專,屏東縣,屏東縣屏東市民生東路51號,22.6572879,120.5107727,199722.0439,2506417.115
4,臺灣銀行,潮州分行,屏東縣,屏東縣潮州鎮新生路13-2號,22.5471599,120.5374613,202427.0425,2494213.869
4,臺灣銀行,臺東分行,台東縣,台東縣台東市中華路一段373號,22.7542029,121.1532053,265733.7311,2517073.848
4,臺灣銀行,臺東縣政府,台東縣,台東縣台東市中山路276號,22.7553774,121.1505862,265464.6246,2517203.624
4,臺灣銀行,北花蓮分行,花蓮縣,花蓮縣花蓮市林森路281號,23.9796044,121.6024146,311301.0424,2652895.348
4,臺灣銀行,花蓮分行,花蓮縣,花蓮縣花蓮市公園路3號,23.9769415,121.6105533,312130.5257,2652603.992
4,臺灣銀行,健保局東區分局,花蓮縣,花蓮縣花蓮市軒轅路36號,23.9765421,121.6119606,312273.9297,2652560.379
4,臺灣銀行,台電尖山發電廠,澎湖縣,澎湖縣湖西鄉尖山村29-2號,23.5635989,119.6586629,113065.4014,2607335.172
4,臺灣銀行,馬公中學,澎湖縣,澎湖縣馬公市中華路369號,23.571016,119.580909,105134.7067,2608233.188
4,臺灣銀行,澎湖分行,澎湖縣,澎湖縣馬公市仁愛路24號,23.5654674,119.5663424,103641.3405,2607633.408
4,臺灣銀行,衛福部澎湖醫院,澎湖縣,澎湖縣馬公市中正路10號,23.5643306,119.5657456,103579.1455,2607508.1
4,臺灣銀行,大同3C金城營業處,金門縣,金門縣金城鎮民權路156號,24.4366244,118.3177455,-22034.04705,2706014.866
4,臺灣銀行,金門分行,金門縣,金門縣金湖鎮復興路4號,24.4406692,118.4173053,-11923.7167,2706270.999
4,臺灣銀行,金門航空公司,金門縣,金門縣金湖鎮尚義機場2號,24.4290517,118.3596702,-17796.04681,2705093.773
4,臺灣銀行,國立金門大學,金門縣,金門縣金寧鄉大學路1號,24.4481499,118.322535,-21523.34347,2707282.87
4,臺灣銀行,馬祖分行,連江縣,連江縣南竿鄉介壽村258號,26.1605191,119.9500716,145033.7166,2894752.947
4,臺灣銀行,馬祖南竿機場,連江縣,連江縣南竿鄉復興村220號,26.1578953,119.9553868,145562.8017,2894457.971
5,臺灣土地銀行,土地銀行士林分行,台北市,台北市士林區中山北路5段689號,25.0973464,121.5272187,303175.9301,2776663.672
5,臺灣土地銀行,土地銀行大安分行,台北市,台北市大安區大安路2段37號,25.031793,121.546223,305122.0905,2769410.199
5,臺灣土地銀行,土地銀行大直分行,台北市,台北市中山區樂群二路289號,25.0802426,121.5605122,306541.8797,2774782.663
5,臺灣土地銀行,土地銀行中崙分行,台北市,台北市松山區東興路26號,25.0487223,121.5653802,307047.547,2771293.323
5,臺灣土地銀行,土地銀行仁愛分行,台北市,台北市大安區仁愛路3段29號,25.0386549,121.5345811,303944.2249,2770165.571
5,臺灣土地銀行,土地銀行內湖分行,台北市,台北市內湖區民權東路6段156號,25.0687764,121.5916653,309690.089,2773525.985
5,臺灣土地銀行,土地銀行天母分行,台北市,台北市士林區忠誠路2段122號,25.1137587,121.5317362,303624.4206,2778483.39
5,臺灣土地銀行,土地銀行文山分行,台北市,台北市文山區景興路206號,24.991665,121.5434941,304864.5251,2764964.304
5,臺灣土地銀行,土地銀行古亭分行,台北市,台北市大安區羅斯福路3段125號,25.0219836,121.5270729,303193.7509,2768315.999
5,臺灣土地銀行,土地銀行古亭分行,台北市,台北市中正區羅斯福路3段125號,25.0219836,121.5270729,303193.7509,2768315.999
5,臺灣土地銀行,土地銀行台北大學,台北市,台北市松山區民生東路3段67號,25.0580395,121.5423856,304723.1811,2772315.854
5,臺灣土地銀行,土地銀行台北分行,台北市,台北市中正區博愛路72號,25.044779,121.5112837,301590.6962,2770834.828
5,臺灣土地銀行,土地銀行民權分行,台北市,台北市中山區民權西路26號,25.0625739,121.5216202,302626.1122,2772809.87
5,臺灣土地銀行,土地銀行西湖分行,台北市,台北市內湖區港墘路185號,25.0759105,121.575052,308010.6602,2774308.973
5,臺灣土地銀行,土地銀行和平分行,台北市,台北市大安區和平東路3段15號,25.0247416,121.5474122,305245.2581,2768629.632
5,臺灣土地銀行,土地銀行忠孝分行,台北市,台北市大安區復興南路1段129號,25.0429606,121.5440478,304897.6049,2770646.301
5,臺灣土地銀行,土地銀行東台北分行,台北市,台北市信義區松德路107號,25.0378099,121.57583,308107.1095,2770089.046
5,臺灣土地銀行,土地銀行松山分行,台北市,台北市松山區敦化南路1段2號,25.0479615,121.5483421,305328.6891,2771201.978
5,臺灣土地銀行,土地銀行松南分行,台北市,台北市信義區松山路130號,25.0475429,121.577583,308279.4085,2771167.886
5,臺灣土地銀行,土地銀行長安分行,台北市,台北市中山區長安東路2段52號,25.0483529,121.5325303,303733.0497,2771238.96
5,臺灣土地銀行,土地銀行長春分行,台北市,台北市中山區長春路156號,25.0546888,121.5319799,303674.7534,2771940.542
5,臺灣土地銀行,土地銀行信義分行,台北市,台北市信義區基隆路1段436號,25.0336486,121.5595312,306464.2653,2769621.219
5,臺灣土地銀行,土地銀行南京東路分行,台北市,台北市中山區南京東路3段70號,25.051755,121.5389392,304378.228,2771618.356
5,臺灣土地銀行,土地銀行南港分行,台北市,台北市南港區南港路1段364號,25.0554861,121.6121105,311759.4129,2772063.042
5,臺灣土地銀行,土地銀行城東分行,台北市,台北市中山區中山北路2段46號,25.0554944,121.5224776,302715.6454,2772026.038
5,臺灣土地銀行,土地銀行復興分行,台北市,台北市中山區復興北路234號,25.057314,121.5439074,304877.0469,2772236.109
5,臺灣土地銀行,土地銀行萬華分行,台北市,台北市萬華區西園路2段205號,25.0273938,121.4945122,299905.3867,2768902.867
5,臺灣土地銀行,土地銀行營業部,台北市,台北市中正區館前路46號,25.0441134,121.5147336,301939.0922,2770762.422
5,臺灣土地銀行,土地銀行證券部,台北市,台北市中正區延平南路81號,25.043659,121.510863,301548.7133,2770710.61
5,臺灣土地銀行,中國科技大學,台北市,台北市文山區興隆路3段56號,24.9991431,121.5553747,306060.4767,2765797.476
5,臺灣土地銀行,中國輸出入銀行,台北市,台北市中正區南海路3號,25.0326447,121.5167152,302143.8974,2769492.85
5,臺灣土地銀行,中華工程公司,台北市,台北市松山區東興路12號,25.049728,121.5650569,307014.4597,2771404.584
5,臺灣土地銀行,中華技術學院,台北市,台北市南港區南港路1段364號,25.0554861,121.6121105,311759.4129,2772063.042
5,臺灣土地銀行,台北高等行政法院,台北市,台北市士林區文林路725號,25.1027053,121.5194564,302390.7181,2777254.223
5,臺灣土地銀行,台北教育大學,台北市,台北市大安區和平東路2段134號,25.0245572,121.5462911,305132.196,2768608.75
5,臺灣土地銀行,台安醫院,台北市,台北市松山區八德路2段424號,25.0480541,121.547339,305227.431,2771211.825
5,臺灣土地銀行,台灣菸酒公司總公司,台北市,台北市中正區南昌路1段4號,25.0340699,121.514877,301957.7934,2769650.006
5,臺灣土地銀行,交通部航港局,台北市,台北市大安區和平東路3段1巷1號,25.0253792,121.5473427,305237.9586,2768700.227
5,臺灣土地銀行,松山火車站CITYLINK商場,台北市,台北市信義區松山路11號,25.0491901,121.5782994,308350.9167,2771350.648
5,臺灣土地銀行,空軍總部大直營區,台北市,台北市中山區北安路387號,25.0796503,121.5403117,304504.3692,2774708.758
5,臺灣土地銀行,空軍總部大直營區(藍天樓),台北市,台北市中山區北安路387號,25.0796503,121.5403117,304504.3692,2774708.758
5,臺灣土地銀行,南陽實業,台北市,台北市內湖區南京東路6段386號,25.0594766,121.586568,309180.3045,2772493.638
5,臺灣土地銀行,海軍司令部,台北市,台北市中山區北安路305號,25.078916,121.538794,304351.5913,2774626.812
5,臺灣土地銀行,國防部軍備局第202廠,台北市,台北市南港區南港路1段364號,25.0554861,121.6121105,311759.4129,2772063.042
5,臺灣土地銀行,國家生技研究園區,台北市,台北市南港區研究院路1段130巷99號,25.0488983,121.6116098,311712.1916,2771333.104
5,臺灣土地銀行,勞保局國民年金業務處,台北市,台北市中正區濟南路2段42號,25.0403081,121.5304396,303525.5836,2770347.045
5,臺灣土地銀行,勞動部勞工保險局,台北市,台北市中正區羅斯福路1段4號,25.0334835,121.5172348,302195.9784,2769585.96
5,臺灣土地銀行,萬麗酒店,台北市,台北市士林區中山北路五段470巷8號,25.092833,121.528948,303352.3101,2776164.421
5,臺灣土地銀行,德明財經科技大學,台北市,台北市內湖區環山路1段56號,25.0867061,121.5652249,307014.2907,2775500.583
5,臺灣土地銀行,潤泰中崙大樓,台北市,台北市松山區八德路2段308號,25.046976,121.542524,304742.0587,2771090.452
5,臺灣土地銀行,營建署,台北市,台北市松山區八德路2段342號,25.0475182,121.5445362,304944.8571,2771151.325
5,臺灣土地銀行,體育聯合辦公大樓,台北市,台北市中山區朱崙街20號,25.0498459,121.5394583,304431.4486,2771407.102
5,臺灣土地銀行,土地銀行正濱分行,基隆市,基隆市中正區中正路652號,25.1510462,121.7673049,327358.2842,2782728.042
5,臺灣土地銀行,土地銀行基隆分行,基隆市,基隆市中正區義一路18號,25.1318511,121.7452818,325149.6246,2780589.345
5,臺灣土地銀行,中油基隆分公司,基隆市,基隆市仁愛區成功一路107號,25.127139,121.7375987,324377.7341,2780063.129
5,臺灣土地銀行,崇佑技術學院地下室,基隆市,基隆市信義區義七路41號,25.1300337,121.7529457,325923.5571,2780392.323
5,臺灣土地銀行,崇佑技術學院警衛室,基隆市,基隆市信義區義七路40號,25.1316611,121.7538575,326014.4949,2780573.103
5,臺灣土地銀行,土地銀行三重分行,新北市,新北市三重區重新路2段1之8號,25.061496,121.49641,300083.0584,2772680.904
5,臺灣土地銀行,土地銀行三峽分行,新北市,新北市樹林區學勤路229號,24.9478778,121.3782802,288199.8743,2760057.624
5,臺灣土地銀行,土地銀行土城分行,新北市,新北市土城區中央路1段127號,24.980818,121.443117,294735.4586,2763725.99
5,臺灣土地銀行,土地銀行中和分行,新北市,新北市中和區景平路323號,24.9931206,121.5059351,301072.3596,2765110.863
5,臺灣土地銀行,土地銀行北三重分行,新北市,新北市三重區重陽路4段99號,25.071322,121.493038,299738.8822,2773768.041
5,臺灣土地銀行,土地銀行台北大學(三峽校區),新北市,新北市三峽區大學路151號,24.9455821,121.3717858,287544.7401,2759801.536
5,臺灣土地銀行,土地銀行永和分行,新北市,新北市永和區竹林路33號,25.0144713,121.5176435,302245.2706,2767480.229
5,臺灣土地銀行,土地銀行光復分行,新北市,新北市板橋區三民路2段148號,25.0151912,121.4789912,298343.7873,2767545.621
5,臺灣土地銀行,土地銀行汐止分行,新北市,新北市汐止區大同路1段306-3號,25.0593867,121.638892,314459.5856,2772507.593
5,臺灣土地銀行,土地銀行汐科分行,新北市,新北市汐止區新台五路一段93號,25.0620529,121.6478214,315359.1077,2772807.206
5,臺灣土地銀行,土地銀行西三重分行,新北市,新北市三重區重陽路1段88號,25.0591676,121.4865528,299089.4726,2772419.384
5,臺灣土地銀行,土地銀行東板橋分行,新北市,新北市板橋區民族路212號,25.0074227,121.468324,297270.1225,2766681.384
5,臺灣土地銀行,土地銀行板橋分行,新北市,新北市板橋區文化路1段143號,25.0157061,121.4621594,296644.7628,2767596.754
5,臺灣土地銀行,土地銀行南新莊分行,新北市,新北市新莊區新樹路288之23號,25.0118563,121.4324974,293652.3634,2767160.45
5,臺灣土地銀行,土地銀行泰山分行,新北市,新北市泰山區明志路3段168號,25.0394477,121.4244206,292827.578,2770214.011
5,臺灣土地銀行,土地銀行淡水分行,新北市,新北市淡水區中山北路1段42號,25.1754491,121.4418671,294538.8009,2785283.912
5,臺灣土地銀行,土地銀行華江分行,新北市,新北市板橋區文化路2段182巷1弄2號,25.0274061,121.4712543,297558.1965,2768895.861
5,臺灣土地銀行,土地銀行圓通分行,新北市,新北市中和區連城路192號,24.996853,121.4923196,299696.3997,2765519.221
5,臺灣土地銀行,土地銀行新店分行,新北市,新北市新店區北新路1段309號,24.9678799,121.541293,304652.8357,2762328.866
5,臺灣土地銀行,土地銀行新莊分行,新北市,新北市新莊區思源路221號,25.0461547,121.4596519,296380.2345,2770968.519
5,臺灣土地銀行,土地銀行樹林分行,新北市,新北市樹林區保安2街82號,24.99555,121.423313,292731.0028,2765351.375
5,臺灣土地銀行,土地銀行雙和分行,新北市,新北市中和區中山路2段120號,25.0036669,121.50265,300736.4039,2766277.786
5,臺灣土地銀行,土地銀行寶中分行,新北市,新北市新店區寶中路94-3號,24.9798255,121.5489124,305416.8082,2763655.107
5,臺灣土地銀行,土地銀行蘆洲分行,新北市,新北市蘆洲區中山1路100號,25.0814582,121.4780484,298222.7012,2774885.351
5,臺灣土地銀行,大潤發土城店,新北市,新北市土城區永安街25號,24.9637981,121.4342727,293848.592,2761837.92
5,臺灣土地銀行,大潤發中和店,新北市,新北市中和區中山路2段228號,25.0029495,121.4987411,300342.1339,2766196.866
5,臺灣土地銀行,台北矽谷工業園區,新北市,新北市新店區北新路3段207號,24.9848767,121.5399642,304511.1761,2764210.976
5,臺灣土地銀行,亞昕福朋喜來登飯店,新北市,新北市林口區文化三路1段1號,25.0661915,121.3609073,286410.5953,2773157.671
5,臺灣土地銀行,京華超音波,新北市,新北市新莊區五工五路8號,25.0638673,121.4550292,295907.1855,2772928.877
5,臺灣土地銀行,退輔會,台北市,台北市信義區忠孝東路5段222號,25.0406722,121.5713026,307648.9009,2770404.155
5,臺灣土地銀行,林口世大運社會宅,新北市,新北市林口區仁愛路二段206之6號,25.074126,121.3785666,288189.7322,2774041.402
5,臺灣土地銀行,馬偕醫學院,新北市,新北市三芝區中正路三段46號,25.2546887,121.4929829,299659.015,2794078.977
5,臺灣土地銀行,新莊警分局,新北市,新北市新莊區中華路一段1號,25.0363497,121.4519452,295606.2213,2769879.853
5,臺灣土地銀行,雍和台北園區,新北市,新北市汐止區南陽街207號,25.057937,121.626547,313214.7757,2772341.188
5,臺灣土地銀行,福容大飯店淡水漁人碼頭分公司,新北市,新北市淡水區觀海路83號,25.1815979,121.4159545,291924.7591,2785956.674
5,臺灣土地銀行,昇陽國際半導體(股)公司,新竹市,新竹市東區科學園區力行路6號,24.774713,121.0248896,252516.9179,2740824.974
5,臺灣土地銀行,東泰高級中學,新竹市,新竹市東峰路343號,24.7115674,121.0983352,259949.0045,2733834.434
5,臺灣土地銀行,空軍499聯隊,新竹市,新竹市中正路699號,24.8208178,120.9524062,245188.9379,2745932.096
5,臺灣土地銀行,食品研究所,新竹市,新竹市食品路331號,24.7934621,120.97083,247050.6772,2742901.684
5,臺灣土地銀行,晶豪科技公司,新竹市,新竹市工業東4路23號,24.7745241,121.0089521,250905.267,2740803.852
5,臺灣土地銀行,新竹市政府,新竹市,新竹市中正路120號,24.8133785,120.9633677,246296.77,2745107.784
5,臺灣土地銀行,新竹教育大學,新竹市,新竹市南大路521號,24.7931734,120.9633546,246294.8452,2742869.89
5,臺灣土地銀行,聯測科技科學園區,新竹市,新竹市東區力行3路2號,24.7751782,121.0218887,252213.4488,2740876.447
5,臺灣土地銀行,三陽工業公司,新竹縣,新竹縣湖口鄉鳳山村中華路3號,24.8643359,121.004117,250416.0251,2750751.306
5,臺灣土地銀行,三陽公司員工宿舍,新竹縣,新竹縣湖口鄉三民路19號,24.8693829,121.0009708,250098.0959,2751310.305
5,臺灣土地銀行,三陽餐廳,新竹縣,新竹縣湖口鄉中華路3號,24.8643359,121.004117,250416.0251,2750751.306
