學校代碼,學校名稱,lat,lng,TWD97_X,TWD97_Y
373601,市立新和國小,25.0259789,121.5033178,300794.6309,2768749.42
373602,市立雙園國小,25.0308536,121.4981343,300269.5196,2769287.432
373603,市立東園國小,25.022978,121.497962,300255.3389,2768415.027
373604,市立大理國小,25.0311567,121.4930584,299757.1516,2769319.13
373605,市立西園國小,25.0272171,121.4986169,300319.7053,2768884.814
373606,市立萬大國小,25.0229522,121.4993207,300392.4745,2768412.675
373607,市立華江國小,25.0340923,121.4912626,299574.7453,2769643.633
373608,市立西門國小,24.8026873,120.9599958,245955.5512,2743923.734
373609,市立老松國小,25.0380886,121.5026129,300718.5127,2770090.487
373610,市立龍山國小,25.0356648,121.4961552,300067.8415,2769819.611
373611,市立福星國小,25.0467891,121.508879,301347.2104,2771056.562
380601,國立政大實小,24.9845888,121.5798589,308538.9007,2764195.712
381306,私立靜心高中附設國小部,24.9985777,121.5469195,305207.23,2765731.38
381602,私立中山小學,24.9883007,121.556328,306161.6335,2764596.911
381603,私立再興小學,24.9895567,121.55811,306340.9587,2764736.771
383601,市立景美國小,24.9895171,121.5407883,304592.324,2764725.301
383602,市立武功國小,25.0038887,121.5404927,304556.137,2766317.051
383603,市立興德國小,25.0016269,121.5508457,305602.1846,2766070.729
383604,市立溪口國小,24.99413,121.5387574,304385.2718,2765235.432
383605,市立興隆國小,25.002501,121.5519018,305708.3949,2766167.983
383606,市立志清國小,24.9985863,121.5388826,304395.9486,2765729.084
383607,市立景興國小,24.9831947,121.557268,306258.8526,2764031.735
383608,市立木柵國小,24.9902695,121.5701489,307555.9741,2764820.78
383609,市立永建國小,24.9892433,121.5553845,306065.9572,2764700.928
383610,市立實踐國小,24.9831947,121.557268,306258.8526,2764031.735
24639,縣立大湖國小,25.0579744,121.3600016,286321.6443,2772247.267
164608,縣立山水國小,23.5219155,119.595607,106582.0665,2602779.859
383611,市立博嘉實驗國小,25.0017834,121.5758738,308128.4931,2766098.563
383612,市立指南國小,24.976225,121.583622,308922.7933,2763270.923
14814,市立桃子腳國(中)小,24.948918,121.382898,288665.8733,2760174.146
14815,市立龍埔國小,24.941131,121.3773909,288112.1451,2759310.082
14816,市立頭湖國小,25.082093,121.372962,287621.9012,2774922.291
14817,市立新市國小,23.0790019,120.2955476,177825.8023,2553205.214
21310,私立中道高中附設國小部,24.7597787,121.7937987,330282.8021,2739403.574
24325,縣立慈心華德福實驗高中附設國小部,24.6268113,121.795708,330561.3658,2724676.66
24601,縣立中山國小,24.0818409,120.5461194,203850.388,2664161.407
24602,縣立宜蘭國小,24.7528618,121.7542746,326289.503,2738614.808
24603,縣立力行國小,24.9809649,121.5611466,306651.4454,2763786.365
24604,縣立新生國小,25.0296774,121.5332977,303818.6322,2769170.664
24605,縣立光復國小,24.754525,121.747082,325560.9898,2738795.04
24606,縣立育才國小,25.007022,121.521715,302659.3871,2766656.684
24607,縣立凱旋國小,24.7244611,121.763175,327207.2857,2735474.014
24608,縣立黎明國小,24.7519701,121.7642722,327301.2797,2738521.65
24609,縣立南屏國小,24.754188,121.743138,325162.2758,2738755.54
24610,縣立羅東國小,24.6728268,121.7724581,328178.6764,2729760.06
24611,縣立成功國小,25.0856724,121.457378,296135.9843,2775344.922
24612,縣立公正國小,24.6786628,121.7662622,327547.9698,2730402.961
24613,縣立北成國小,24.675006,121.7590891,326824.2437,2729993.886
24614,縣立竹林國小,24.6886931,121.766069,327522.213,2731513.844
24615,縣立蘇澳國小,24.5961603,121.8417704,335245.9369,2721309.408
24616,縣立馬賽國小,24.6215957,121.8345477,334497.3717,2724122.274
24617,縣立蓬萊國小,24.5436111,120.9711111,247073.2753,2715228.954
24618,縣立士敏國小,24.592244,121.853292,336415.4725,2720882.808
24619,縣立永樂國小,25.061297,121.5110848,301563.7148,2772664.375
24620,縣立南安國小,23.0981728,120.2249417,170602.8912,2555364.838
24621,縣立岳明國小,24.613884,121.8533214,336403.5868,2723279.759
24622,縣立育英國小,23.9526956,120.5741008,206652.2402,2649849.722
24623,縣立頭城國小,24.8629826,121.8273255,333604.4971,2750855.206
24624,縣立竹安國小,24.825115,121.820763,332966.5479,2746656.719
24625,縣立二城國小,24.8436838,121.8049688,331357.79,2748704.008
24626,縣立大溪國小,24.884568,121.28689,278985.751,2753022.742
24627,縣立大里國小,24.100547,120.677017,217164.6579,2666196.282
24628,縣立梗枋國小,24.9005705,121.8622753,337110.1162,2755040.648
24629,縣立礁溪國小,24.8214103,121.7695196,327788.7303,2746216.18
24630,縣立四結國小,24.7862956,121.7597673,326824.496,2742321.168
24631,縣立龍潭國小,23.0334677,120.2677841,174955.967,2548176.736
24632,縣立玉田國小,24.7963667,121.7903222,329907.7529,2743454.223
24633,縣立三民國小,24.0857432,120.6045475,209792.5179,2664575.62
24634,縣立員山國小,24.7436775,121.7225081,323081.8046,2737580.181
24635,縣立深溝國小,24.723263,121.723851,323229.5968,2735319.714
24636,縣立七賢國小,24.7197321,121.743149,325184.1035,2734939.073
24637,縣立同樂國小,24.762946,121.728958,323722.8657,2739717.897
24638,縣立湖山國小,24.7794478,121.6996482,320749.1806,2741530.218
34785,市立雙龍國小,24.8572912,121.215179,271745.2213,2749988.195
34786,市立龍安國小,25.0239196,121.5349274,303985.6182,2768533.548
34787,市立長庚國小,25.0613596,121.3864968,288993.7787,2772629.603
34788,市立仁和國小,24.8967059,121.2776433,278048.7696,2754365.212
34789,市立大湖國小,25.0876445,121.6011865,310641.3616,2775620.182
41601,私立上智國小,24.7414701,121.0845491,258552.1591,2737145.461
41602,私立康乃薾國(中)小,24.8053098,121.0361385,253653.5473,2744214.09
44601,縣立關西國小,24.791938,121.174602,267653.9064,2742743.841
44602,縣立東安國小,24.7894615,121.1832634,268530.0253,2742470.693
44603,縣立石光國小,24.8142928,121.1291033,263051.213,2745214.725
44604,縣立坪林國小,24.8011319,121.1406594,264220.9364,2743758.189
44605,縣立南和國小,24.4480695,120.7208047,221693.3656,2704675.542
44606,縣立太平國小,24.82623,121.118874,262015.9678,2746535.942
44607,縣立東光國小,22.9914889,120.2299965,171058.5721,2543547.866
44608,縣立錦山國小,23.3827368,120.1930311,167508.9659,2586896.28
44609,縣立玉山國小,24.7581248,121.2088363,271121.0461,2739003.583
44610,縣立新埔國小,25.0182479,121.306454,280928.9904,2767833.717
44611,縣立新星國小,24.8300615,121.0733648,257415.5972,2746957.076
44612,縣立照門國小,24.8467296,121.1176645,261891.751,2748806.362
44613,縣立清水國小,24.2666965,120.5733603,206682.6507,2684625.798
44614,縣立照東國小,24.8448406,121.1413545,264286.1983,2748599.411
44615,縣立北平華德福實驗學校(國小),24.8524659,121.0863555,258727.1058,2749439.346
44616,縣立枋寮國小,24.8368194,121.0516139,255216.7672,2747704.57
44617,縣立寶石國小,24.81641,121.078693,257955.0352,2745445.346
44618,縣立文山國小,24.1493214,120.6153696,210912.1769,2671613.881
44619,縣立竹東國小,24.7356205,121.0882209,258923.9801,2736497.806
44620,縣立中山國小,24.0818409,120.5461194,203850.388,2664161.407
44621,縣立大同國小,23.4609947,120.2404938,172406.6317,2595536.671
44622,縣立二重國小,24.7681457,121.0573418,255798.8961,2740098.577
44623,縣立竹中國小,24.7808239,121.029951,253028.595,2741501.911
44624,縣立員崠國小,24.7134804,121.0986052,259976.1692,2734046.333
44625,縣立陸豐國小,24.7658907,121.0774899,257836.5876,2739849.821
44626,縣立瑞峰國小,24.1686556,120.5737781,206691.9365,2673767.409
44627,縣立竹北國小,24.838088,121.0019977,250201.9113,2747844.094
44628,縣立中正國小,24.8365624,121.0190117,251921.5717,2747675.252
44629,縣立竹仁國小,24.8366975,121.0130793,251321.9641,2747690.145
44630,縣立新社國小,24.8435013,120.9988834,249887.1481,2748443.667
44631,縣立六家國小,24.813635,121.0256686,252594.883,2745135.941
44632,縣立東海國小,22.7525472,121.1401512,264393.2851,2516889.185
44633,縣立豐田國小,24.3246182,120.8235766,232095.6943,2690985.781
44634,縣立麻園國小,24.846715,120.9771625,247691.9311,2748799.808
44635,縣立新港國小,23.5559483,120.3449036,183121.7472,2605999.885
44636,縣立鳳岡國小,24.8613611,120.9643083,246393.2477,2750422.283
44637,縣立新湖國小,24.905953,121.047594,254807.7889,2755361.655
44638,縣立和興國小,24.92695,121.038605,253899.0895,2757687.007
134612,縣立民和國小,22.6706675,120.4957009,198178.1099,2507903.829
134613,縣立建國國小,24.6954689,120.9121467,241110.3534,2732050.684
134614,縣立復興國小,24.989664,121.501898,300666.2388,2764726.48
134615,縣立忠孝國小,24.1374496,120.6741191,216879.5462,2670283.929
134616,縣立和平國小,24.3080115,121.7486858,325991.5368,2689339.591
134617,縣立萬丹國小,22.5830878,120.4888558,197441.407,2498208.455
134618,縣立新庄國小,24.1044444,120.5336111,202586.8707,2666668.934
134619,縣立興華國小,23.891587,120.3954139,188436.2495,2643148.334
134620,縣立新興國小,25.1797101,121.4400679,294355.9028,2785755.294
134621,縣立社皮國小,22.6147395,120.4680764,195317.2187,2501720.74
134622,縣立廣安國小,22.6151914,120.4901231,197583.877,2501762.856
134623,縣立興化國小,25.065854,121.461594,296568.756,2773151.178
134624,縣立麟洛國小,22.6476715,120.5226398,200938.2307,2505348.32
134625,縣立九如國小,22.726176,120.4865037,197254.2433,2514053.626
134626,縣立後庄國小,24.6963826,120.898353,239714.6789,2732152.847
134627,縣立惠農國小,22.724195,120.498925,198529.4272,2513829.901
134628,縣立長興國小,22.6770664,120.526139,201308.2471,2508602.095
134629,縣立繁華國小,22.7020615,120.572229,206052.2778,2511355.455
134630,縣立德協國小,22.6931331,120.5414935,202891.5192,2510376.228
134631,縣立鹽埔國小,22.735516,120.582577,207125.8326,2515056.883
134632,縣立仕絨國小,22.7582294,120.5589401,204705.5031,2517579.006
134633,縣立高朗國小,22.735516,120.582577,207125.8326,2515056.883
134634,縣立新圍國小,22.73827,120.553884,204179.6068,2515370.421
134635,縣立彭厝國小,22.7395833,120.5317694,201908.6498,2515522.851
134636,縣立振興國小,22.7256497,120.6099887,209938.4893,2513956.71
134637,縣立高樹國小,22.8261684,120.5990941,208849.5467,2525090.303
134638,縣立舊寮國小,22.8485893,120.6098805,209963.2756,2527570.06
134639,縣立新豐國小,24.9010996,120.9876841,248755.8398,2754823.305
134640,縣立田子國小,22.8039718,120.5773749,206613.1504,2522638.634
134641,縣立新南國小,24.6882972,120.8848367,238346.2565,2731258.411
134642,縣立泰山國小,25.0614848,121.4315562,293539.8435,2772657.218
134644,縣立大路關國(中)小,22.7391341,120.6204884,211020.8395,2515447.052
134646,縣立里港國小,22.780715,120.494283,198073.956,2520090.122
134647,縣立載興國小,22.77829,120.5244913,201174.8748,2519811.311
134648,縣立土庫國小,23.6763322,120.3887924,187659.4161,2619312.125
134649,縣立三和國小,23.7509249,120.4085744,189711.4406,2627564.542
134651,縣立潮州國小,22.548743,120.541158,202807.7991,2494387.992
134652,縣立光春國小,22.5407626,120.5367683,202353.5693,2493505.722
134653,縣立光華國小,25.0178239,121.4251486,292908.5593,2767819.098
134654,縣立四林國小,22.545251,120.569339,205705.1591,2493992.699
134655,縣立潮南國小,22.5124049,120.537141,202382.1862,2490365.585
134656,縣立潮東國小,22.523007,120.560309,204769.1384,2491532.352
134657,縣立萬巒國小,22.5719275,120.5730061,206090.782,2496945.478
64751,市立葫蘆墩國小,24.2609913,120.7145968,221021.4032,2683957.315
114616,市立崇和國小,22.9041635,120.3518261,183506.4017,2533817.316
134658,縣立五溝國小,22.5908,120.5937111,208225.663,2499029.27
154677,縣立學田國小,23.155093,121.2270436,273248.1243,2561475.309
154678,縣立永豐國小,23.1549908,121.2663286,277270.7503,2561470.802
154679,縣立萬寧國小,23.2536723,121.2982189,280513.7704,2572404.806
154680,縣立東竹國小,23.2146752,121.2793207,278588.3999,2568082.531
154681,縣立秀林國小,24.1181219,121.6247748,313508.2772,2668246.381
154682,縣立富世國小,24.147461,121.629103,313933.6622,2671497.757
154683,縣立崇德國小,24.1619088,121.6527298,316327.3844,2673108.9
154684,縣立和平國小,24.3080115,121.7486858,325991.5368,2689339.591
154685,縣立景美國小,24.9895171,121.5407883,304592.324,2764725.301
154686,縣立三棧國小,24.1028756,121.6065521,311663.1975,2666549.675
154687,縣立佳民國小,24.053999,121.59939,310958.1722,2661133.347
154688,縣立銅門國小,23.9653793,121.4935065,300223.983,2651276.848
154689,縣立水源國小,25.1858379,121.4765516,298030.866,2786446.567
154690,縣立銅蘭國小,23.94722,121.507457,301650.9778,2649270.753
154691,縣立文蘭國小,23.9216222,121.5013667,301041.1366,2646433.606
154692,縣立萬榮國小,23.7155611,121.4107129,291878.1616,2623583.281
154693,縣立明利國小,23.7056068,121.4129382,292108.261,2622481.549
154694,縣立見晴國小,23.783286,121.4519549,296059.6133,2631096.268
154695,縣立馬遠國小,23.5768819,121.3619269,286942.5814,2608211.961
154696,縣立西林國小,23.8112105,121.4405298,294885.6486,2634185.15
154697,縣立紅葉國小,22.8935823,121.0637541,256540.6914,2532500.675
154698,縣立卓溪國小,23.3458184,121.3034948,281032.2246,2582610.02
154699,縣立崙山國小,23.438375,121.344123,285162.0335,2592869.026
154700,縣立立山國小,23.4304438,121.3207428,282775.0132,2591985.209
154701,縣立太平國小,24.82623,121.118874,262015.9678,2746535.942
154702,縣立卓清國小,23.278301,121.272734,277901.012,2575126.998
154703,縣立卓樂國小,23.2959573,121.2681498,277428.4229,2577081.343
154704,縣立古風國小,23.438375,121.344123,285162.0335,2592869.026
154705,縣立奇美國小,23.4969819,121.4461535,295567.3772,2599387.86
154706,縣立卓楓國小,23.2437722,121.2719583,277828.8241,2571303.217
154707,縣立西富國小,23.6366536,121.4297241,293842.9738,2614850.419
154708,縣立大興國小,24.0265675,120.4729903,196391.6946,2658065.79
154710,縣立西寶國小,24.2069084,121.4825358,299015.5393,2678022.581
154711,縣立中原國小,24.9562634,121.2381042,274042.7827,2760954.311
164601,縣立馬公國小,23.570679,119.5690004,103918.4939,2608207.956
164602,縣立中正國小,24.8365624,121.0190117,251921.5717,2747675.252
164603,縣立中興國小,24.8666921,121.0284066,252870.4482,2751012.571
164604,縣立中山國小,24.0818409,120.5461194,203850.388,2664161.407
164605,縣立石泉國小,23.560112,119.59497,106558.4527,2607011.27
164606,縣立東衛國小,23.5715922,119.6026563,107355.6662,2608275.183
164607,縣立興仁國小,24.9678329,121.2623706,276490.6381,2762240.288
64707,市立崇光國小,24.115106,120.684624,217941.637,2667806.93
64708,市立塗城國小,24.0924206,120.7008628,219586.9846,2665290.913
64709,市立瑞城國小,22.606092,120.336986,181836.2257,2500817.22
64710,市立健民國小,24.0895518,120.7279722,222342.5723,2664967.587
64711,市立草湖國小,24.0782121,120.6902161,218501.0649,2663719.677
64712,市立霧峰國小,24.057474,120.698239,219311.9082,2661421.174
64713,市立僑榮國小,24.070178,120.702854,219784.2165,2662827.13
64714,市立四德國小,24.0608108,120.6676656,216203.5465,2661797.736
64715,市立五福國小,22.589904,120.325942,180692.6629,2499029.771
64716,市立萬豐國小,23.9471405,121.075903,257725.6452,2649171.184
64717,市立峰谷國小,24.0350895,120.7253576,222064.9526,2658936.465
64718,市立桐林國小,24.0659672,120.7356044,223113.6345,2662354.132
64719,市立復興國小,24.989664,121.501898,300666.2388,2764726.48
64720,市立光正國小,24.0362949,120.6682975,216261.4019,2659082.47
64721,市立太平區太平國小,24.1283043,120.7174816,221284.6177,2669261.519
64722,市立宜欣國小,24.1395638,120.7150637,221041.3947,2670509.006
64723,市立新光國小,24.1594747,120.7069635,220222.7657,2672715.842
64724,市立坪林國小,24.9360466,121.7107604,321782.4384,2758881.72
64725,市立光隆國小,24.1047268,120.7278629,222334.7186,2666648.231
64726,市立黃竹國小,24.0838,120.752443,224829.4386,2664325.976
64727,市立頭汴國小,24.1232162,120.7514631,224737.5393,2668691.47
64728,市立東汴國小,24.1174806,120.7955028,229213.0293,2668049.023
64729,市立和平區和平國小,24.17115,120.8957071,239403.1499,2673981.659
64730,市立福民國小,24.1635936,120.8809348,237901.473,2673145.988
64731,市立白冷國小,24.183213,120.9304396,242932.8679,2675315.442
64732,市立博屋瑪國小,24.1477358,120.6736482,216834.3406,2671423.241
64733,市立中坑國小,24.23666,120.880228,237836.5874,2681238.168
64734,市立平等國小,25.1288022,121.5767074,308152.6409,2780168.337
64735,市立博愛國小,25.0363471,121.5708752,307607.7923,2769924.9
64736,市立自由國小,24.2913518,120.909277,240790.5939,2687293.119
64737,市立梨山國(中)小,24.255672,121.25945,276344.5054,2683363.046
64738,市立益民國小,24.1067627,120.6872891,218210.4893,2666882.304
64739,市立槺榔國小,24.264164,120.545611,203864.2716,2684354.218
64740,市立建平國小,24.1241551,120.7246908,222016.4675,2668800.538
64741,市立潭陽國小,24.2130244,120.7099309,220536.6046,2678645.885
64742,市立太平區中華國小,24.1472186,120.7259107,222145.46,2671354.576
64743,市立九德國小,24.1096894,120.6386086,213262.5295,2667218.327
64744,市立中港國小,25.0451722,121.4470861,295112.6508,2770855.445
64745,市立東平國小,24.1323535,120.7235517,221902.475,2669708.737
64746,市立文雅國小,24.2200171,120.646088,214053.7564,2679435.285
64747,市立新盛國小,24.243515,120.831833,232922.7532,2682002.435
64748,市立大元國小,24.1006796,120.6897373,218457.8798,2666208.05
64749,市立吉峰國小,24.0798421,120.7187598,221403.7763,2663894.091
64750,市立新平國小,24.154775,120.719806,221526.7363,2672192.677
84681,縣立清水國小,24.2666965,120.5733603,206682.6507,2684625.798
84682,縣立至誠國小,23.8933991,120.720726,221562.784,2643245.533
84683,縣立永和國小,25.0033711,121.516948,302179.763,2766250.449
84684,縣立廣福國小,24.9867141,121.4543506,295867.3893,2764382.816
84687,縣立魚池國小,23.8994234,120.9370534,243590.7439,2643886.053
84688,縣立頭社國小,23.8374817,120.902559,240073.7834,2637028.289
84689,縣立東光國小,22.9914889,120.2299965,171058.5721,2543547.866
84690,縣立五城國小,23.890552,120.889232,238720.7711,2642906.574
84691,縣立明潭國小,23.8682513,120.9110706,240942.9908,2640435.302
84693,縣立新城國小,24.7341896,120.9678223,246745.0301,2736336.83
84694,縣立伊達邵國小,23.8485721,120.9354304,243422.9206,2638254.581
84695,縣立共和國小,23.9190792,120.9660533,246544.0521,2646061.84
84696,縣立國姓國小,24.0393295,120.856947,235449.9754,2659386.165
84697,縣立北山國小,23.9809056,120.8766167,237444.9276,2652913.972
84698,縣立北港國小,25.0888467,121.6452485,315085.3532,2775773.847
84699,縣立福龜國小,24.0115344,120.8224258,231934.908,2656311.919
84700,縣立長流國小,24.0664502,120.8766291,237454.4943,2662387.835
84701,縣立南港國小,25.0571037,121.6105787,311604.0482,2772241.519
84702,縣立育樂國小,24.0178049,120.8454136,234274.2842,2657003.604
84703,縣立港源國小,23.9281994,120.8661088,236370.1395,2647077.91
84704,縣立長福國小,24.093055,120.887346,238546.6535,2665333.359
84705,縣立乾峰國小,24.027842,120.8252871,232228.2379,2658117.585
84706,縣立水里國小,23.810296,120.8551512,235241.3183,2634021.74
84707,縣立郡坑國小,23.7372543,120.855816,235300.8491,2625932.731
84708,縣立民和國小,22.6706675,120.4957009,198178.1099,2507903.829
84709,縣立新興國小,25.1797101,121.4400679,294355.9028,2785755.294
84711,縣立永興國小,23.925256,120.5666106,205880.5553,2646813.151
84714,縣立成城國小,23.819057,120.8481325,234527.2184,2634992.722
84716,縣立信義國小,23.6976412,120.8545409,235166.3764,2621545.977
84717,縣立羅娜國小,23.6278285,120.8706286,236799.9631,2613813.164
84718,縣立同富國小,23.5938889,120.8883333,238603.4787,2610053.111
84719,縣立愛國國小,23.6939516,120.8486135,234561.4774,2621138.009
84720,縣立人和國小,23.7793361,120.8969902,239501.8216,2630589.384
84721,縣立地利國小,23.8213368,120.9402127,243908.7754,2635238.2
84722,縣立東埔國小,23.5619353,120.9276267,242611.913,2606511.955
84724,縣立潭南國小,23.8213368,120.9402127,243908.7754,2635238.2
84727,縣立桐林國小,23.5602838,120.8749235,237231.6456,2606332.772
84728,縣立隆華國小,23.5629369,120.8678826,236513.1498,2606627.224
84729,縣立希娜巴嵐國小,23.6400176,120.8695668,236692.8571,2615163.108
84730,縣立久美國小,23.6158333,120.8841667,238180.2092,2612483.608
84731,縣立雙龍國小,24.8572912,121.215179,271745.2213,2749988.195
84732,縣立豐丘國小,23.6698746,120.8748086,237230.5389,2618469.065
84733,縣立仁愛國小,25.091225,121.470527,297460.2089,2775964.513
84734,縣立親愛國小,23.9682604,121.1090048,261093.0456,2651512.349
84735,縣立法治國小,23.91662,121.046736,254758.0544,2645789.865
104713,縣立沙坑國小,24.739621,121.162371,266424.1139,2736947.757
104715,縣立梅山國小,23.5804346,120.5592435,205012.2399,2608627.943
104716,縣立梅圳國小,23.5767816,120.5902139,208172.2516,2608214.012
104717,縣立太平國小,24.82623,121.118874,262015.9678,2746535.942
104719,縣立太興國小,23.542453,120.634285,212661.0287,2604400.205
104720,縣立瑞里國小,23.5399518,120.6654652,215843.862,2604115.447
104721,縣立大南國小,23.5580691,120.554204,204490.1481,2606152.707
104722,縣立瑞峰國小,24.1686556,120.5737781,206691.9365,2673767.409
104724,縣立太和國小,23.5338258,120.7214546,221559.1192,2603424.83
104725,縣立仁和國小,24.8967059,121.2776433,278048.7696,2754365.212
104726,縣立大埔國(中)小,23.2943985,120.5916167,208226.7909,2576942.215
104727,縣立達邦國小,23.453213,120.7491689,224373.3215,2594492.499
104729,縣立十字國小,23.492296,120.753933,224867.4614,2598819.722
104730,縣立來吉國小,23.5297608,120.7398067,223432.1535,2602971.149
104731,縣立豐山實驗國(中)小,23.576085,120.749962,224478.0425,2608099.315
104732,縣立山美國小,23.383173,120.668232,216086.3297,2586752.995
104733,縣立新美國小,23.33766,120.68316,217601.245,2581709.495
104734,縣立阿里山國(中)小,23.492296,120.753933,224867.4614,2598819.722
104735,縣立香林國小,23.5163768,120.8085021,230444.5551,2601477.957
104736,縣立布新國小,23.3788783,120.152458,163358.7369,2586492.733
104737,縣立茶山國小,23.300178,120.666564,215894.6315,2577562.602
104738,縣立和興國小,24.92695,121.038605,253899.0895,2757687.007
104739,縣立平林國小,23.599962,120.461603,195054.0807,2610824.565
104740,縣立梅北國小,23.5874596,120.5521069,204286.2345,2609408.176
104742,縣立祥和國小,23.4568125,120.288054,177263.407,2595048.67
104743,縣立福樂國小,23.528949,120.452073,194051.4125,2602963.967
110328,國立南科高級實驗中學附設國小部,23.1050459,120.2896634,177236.9438,2556092.248
114601,市立仁德國小,22.9620775,120.2537785,173480.2618,2540278.269
114602,市立文賢國小,22.9079103,120.2132254,169289.5495,2534301.534
114603,市立長興國小,22.9904249,120.2605322,174188.6487,2543413.931
114604,市立依仁國小,22.9129684,120.2611889,174212.8445,2534836.158
114605,市立大甲國小,24.3508271,120.6263633,212089.1904,2693928.084
114606,市立仁和國小,24.8967059,121.2776433,278048.7696,2754365.212
114607,市立德南國小,22.948759,120.251143,173202.4805,2538804.768
114608,市立虎山實驗小學,22.9454506,120.2299063,171022.583,2538449.656
114609,市立歸仁國小,22.9705429,120.2967334,177889.6327,2541193.975
114610,市立歸南國小,22.9638483,120.2878261,176972.6824,2540457.029
114611,市立保西國小,22.9924807,120.2934525,177564.9065,2543624.951
114612,市立大潭國小,22.9143271,120.2716255,175284.2152,2534981.281
114613,市立關廟國小,22.956979,120.3310449,181401.08,2539675.497
114614,市立五甲國小,22.5981505,120.3339649,181521.6908,2499939.221
114615,市立保東國小,22.9943772,120.3087629,179135.569,2543827.487
14625,市立大埔國小,24.905644,121.366478,287020.6525,2755376.449
14626,市立民義國小,24.9118949,121.375543,287934.4723,2756071.308
14627,市立成福國小,24.933094,121.405542,290957.7692,2758428.073
14628,市立大成國小,24.0912033,120.5475412,203998.2974,2665197.833
14629,市立建安國小,25.0293537,121.546212,305122.0702,2769140.004
14630,市立插角國小,24.872164,121.405296,290953.0262,2751679.261
14631,市立有木國小,24.8537564,121.4371211,294175.3643,2749650.344
14632,市立五寮國小,24.8589276,121.3597716,286356.8545,2750200.263
14633,市立中和國小,24.9999388,121.5015935,300631.2893,2765864.449
