機構代碼,機構名稱,型態別,縣市鄉鎮,lat,lng,TWD97_X,TWD97_Y
3712010406,唐牙醫診所,牙醫專科診所,新竹市東區,24.7883766,120.9668292,246646.0273,2742338.513
3712010442,親親牙醫診所,牙醫專科診所,新竹市東區,24.797504,120.97453,247424.8606,2743349.285
3712010451,明湖牙醫診所,牙醫專科診所,新竹市東區,24.795509,120.9665587,246618.8698,2743128.495
3712010460,光復牙醫診所,牙醫專科診所,新竹市東區,24.800975,120.986443,248629.3603,2743733.557
3712010488,三民牙醫診所,牙醫專科診所,新竹市東區,24.8099088,120.9775907,247734.5375,2744723.173
3712010497,陳奕熹牙醫診所,牙醫專科診所,新竹市東區,24.8113548,120.9789987,247876.9036,2744883.308
3843011695,幸德中醫診所,中醫一般診所,屏東縣屏東市,22.6843191,120.4892219,197517.5098,2509417.765
3843011757,高點中醫診所,中醫一般診所,屏東縣屏東市,22.6582556,120.4745803,196002.8533,2506536.957
3843011882,大同中醫診所,中醫一般診所,屏東縣屏東市,22.6819491,120.4749245,196047.4946,2509160.453
3843011891,陳駿吉中醫診所,中醫一般診所,屏東縣屏東市,22.6649195,120.4908879,197681.3361,2507269.031
3817060515,漢唐中醫診所,中醫一般診所,臺中市西屯區,24.157721,120.652724,214710.6343,2672534.223
3817060560,建德中醫診所,中醫一般診所,臺中市西屯區,24.1764929,120.6411306,213537.8615,2674616.201
3817060588,陽光中醫診所,中醫一般診所,臺中市西屯區,24.1664836,120.6532097,214762.3948,2673504.566
3817060604,陳文秀中醫診所,中醫一般診所,臺中市西屯區,24.1666539,120.644899,213917.9794,2673525.545
3817060677,佳德中醫診所,中醫一般診所,臺中市西屯區,24.1732392,120.6637924,215839.5163,2674250.131
3817060702,百合中醫診所,中醫一般診所,臺中市西屯區,24.1835636,120.6177014,211159.5063,2675405.597
3817061781,主安中醫診所,中醫一般診所,臺中市西屯區,24.171764,120.645102,213940.0418,2674091.441
3817050957,諸元中醫診所,中醫一般診所,臺中市北區,24.1550299,120.6923413,218735.8233,2672226.766
3817050975,賴中醫診所,中醫一般診所,臺中市北區,24.1473696,120.6749941,216971.0252,2671382.366
3817052031,永德中醫診所,中醫一般診所,臺中市北區,24.1664049,120.6704029,216509.4006,2673491.628
3817052111,李德茂中醫診所,中醫一般診所,臺中市北區,24.1604153,120.6763384,217110.9814,2672826.869
3817052120,仁濟中醫診所,中醫一般診所,臺中市北區,24.1645255,120.6739068,216864.952,2673282.65
3817052200,濟生中醫診所,中醫一般診所,臺中市北區,24.1614747,120.6647701,215935.7356,2672946.964
3832081305,聖渝中醫診所,中醫一般診所,桃園市八德區,24.9620721,121.2997784,280269.0023,2761610.029
3832081378,國輝中醫診所,中醫診所,桃園市八德區,24.9669131,121.2992245,280211.8921,2762146.106
3832081387,春暉中醫診所,中醫診所,桃園市八德區,24.9326476,121.2976586,280062.1037,2758350.442
3832090037,徐中醫診所,中醫一般診所,桃園市龍潭區,24.866085,121.2134619,271570.1711,2750961.925
3832090046,福生中醫診所,中醫一般診所,桃園市龍潭區,24.8647085,121.2122347,271446.4005,2750809.27
3832090135,仁心中醫聯合診所,中醫一般診所,桃園市龍潭區,24.863505,121.2148629,271712.1922,2750676.386
3832091178,恩典中醫診所,中醫一般診所,桃園市龍潭區,24.8627697,121.2148491,271710.9261,2750594.942
3832100038,武德中醫診所,中醫一般診所,桃園市平鎮區,24.9516537,121.219708,272186.03,2760440.602
3832100065,華南中醫診所,中醫一般診所,桃園市平鎮區,24.8992571,121.2109614,271311.8045,2754635.692
3832100083,呂芳仁中醫診所,中醫一般診所,桃園市平鎮區,24.9168852,121.2103354,271245.5456,2756588.099
3832022584,弘安堂中醫聯合診所,中醫一般診所,桃園市中壢區,24.9682097,121.2576121,276010.1077,2762281.103
3843020032,明心堂中醫診所,中醫一般診所,屏東縣潮州鎮,22.5535606,120.5384303,202528.8972,2494922.305
3843020069,春安堂中醫診所,中醫一般診所,屏東縣潮州鎮,22.5472829,120.537794,202461.304,2494227.382
3837050426,張家禎中醫診所,中醫一般診所,彰化縣員林市,23.961723,120.5797956,207234.8379,2650847.756
3837050453,李金記中醫診所,中醫一般診所,彰化縣員林市,23.96436,120.571464,206387.7885,2651142.351
3837050524,徐宏杰中醫診所,中醫一般診所,彰化縣員林市,23.9647348,120.5747357,206720.8795,2651182.852
3837050604,全誼中醫診所,中醫一般診所,彰化縣員林市,23.9614515,120.5861968,207886.2221,2650815.762
3837051638,陳茂雄中醫診所,中醫一般診所,彰化縣員林市,23.9653726,120.5771218,206963.9274,2651252.758
3837051647,陳進興中醫診所,中醫一般診所,彰化縣員林市,23.9628759,120.576455,206895.2365,2650976.455
3837051665,金育中醫診所,中醫一般診所,彰化縣員林市,23.9685604,120.5753915,206788.8964,2651606.331
3837051674,曾富雄慈生中醫診所,中醫一般診所,彰化縣員林市,23.9546813,120.5731393,206555.0433,2650069.931
3837051709,傅仰明中醫診所,中醫一般診所,彰化縣員林市,23.9570358,120.5811761,207373.7952,2650328.238
3837051718,同慶堂中醫診所,中醫一般診所,彰化縣員林市,23.968742,120.571704,206413.6873,2651627.578
3837051763,弘益中醫診所,中醫一般診所,彰化縣員林市,23.9542819,120.5720709,206446.1683,2650026.028
3837051790,日安堂中醫診所,中醫一般診所,彰化縣員林市,23.9676598,120.5712129,206363.3446,2651507.877
3837051861,神農中醫診所,中醫診所,彰化縣員林市,23.9577005,120.5732914,206571.535,2650404.257
3837051870,廖崇成中醫診所,中醫診所,彰化縣員林市,23.9569658,120.576664,206914.543,2650321.856
3837051905,嵩德堂中醫診所,中醫診所,彰化縣員林市,23.9689248,120.5754681,206796.8134,2651646.665
3837011992,聯安中醫診所,中醫一般診所,彰化縣彰化市,24.0895589,120.538773,203106.2191,2665018.616
3837012211,榮癸貞中醫診所,中醫診所,彰化縣彰化市,24.0632844,120.5254058,201737.2978,2662113.224
3837012220,紫雲堂中醫診所,中醫一般診所,彰化縣彰化市,24.089908,120.5484969,204095.0038,2665054.064
3837012248,冠頤中醫診所,中醫一般診所,彰化縣彰化市,24.0858189,120.5436801,203603.7935,2664602.777
3837012275,智宗中醫診所,中醫一般診所,彰化縣彰化市,24.0622688,120.5438801,203615.6589,2661994.524
3837012284,健彰中醫診所,中醫一般診所,彰化縣彰化市,24.0879689,120.538612,203089.2709,2664842.576
3837012319,達仁堂中醫診所,中醫一般診所,彰化縣彰化市,24.0858507,120.5446584,203703.2747,2664605.976
3836151246,芳瑞中醫診所,中醫診所,臺中市烏日區,24.1091363,120.6260262,211983.2824,2667160.424
3836151264,吉祥中醫診所,中醫診所,臺中市烏日區,24.1080053,120.6393618,213338.6176,2667031.616
3836160012,順星中醫診所,中醫一般診所,臺中市大肚區,24.1531154,120.544625,203724.0742,2672055.635
3836160021,德昌中醫診所,中醫一般診所,臺中市大肚區,24.1735574,120.5797328,207298.6266,2674308.461
3731071554,康耀牙醫診所,牙醫一般診所,新北市樹林區,24.9951473,121.4239557,292796.0199,2765306.973
3731071563,曙光牙醫診所,牙醫一般診所,新北市樹林區,24.988151,121.4212943,292529.7703,2764531.2
3731071581,辰林牙醫診所,牙醫一般診所,新北市樹林區,24.980573,121.4183269,292232.7955,2763690.907
3731080017,魏牙醫診所,牙醫一般診所,新北市鶯歌區,24.954583,121.352268,285571.1354,2760793.245
3731080026,大慶牙醫診所,牙醫一般診所,新北市鶯歌區,24.9551255,121.352332,285577.4421,2760853.35
3731080071,謝彥中牙醫診所,牙醫一般診所,新北市鶯歌區,24.9536842,121.3503028,285372.9496,2760693.178
3731080106,鶯歌牙醫診所,牙醫一般診所,新北市鶯歌區,24.9537755,121.3494,285281.7598,2760703.056
3731080160,國慶牙醫診所,牙醫一般診所,新北市鶯歌區,24.952799,121.351414,285485.4112,2760595.421
3731080197,鼎安牙醫診所,牙醫一般診所,新北市鶯歌區,24.9678826,121.3303576,283355.0776,2762260.78
3731010542,博暉牙醫診所,牙醫一般診所,新北市板橋區,25.0099167,121.4612106,296551.1837,2766955.168
3731010551,簡牙醫診所,牙醫一般診所,新北市板橋區,25.0097251,121.4562403,296049.583,2766932.248
3731010560,兆祥牙醫診所,牙醫一般診所,新北市板橋區,25.0178897,121.4558741,296009.5784,2767836.47
3731010604,德聲牙醫診所,牙醫一般診所,新北市板橋區,25.0300446,121.4726904,297702.1073,2769188.619
3731010622,玉山牙醫診所,牙醫一般診所,新北市板橋區,25.0186684,121.4555848,295980.09,2767922.623
3731010659,慶安牙醫診所,牙醫一般診所,新北市板橋區,25.02514,121.46494,296921.8205,2768642.655
3731010668,培源牙醫診所,牙醫一般診所,新北市板橋區,25.009587,121.455987,296024.0679,2766916.865
3731010702,吉祥牙醫診所,牙醫一般診所,新北市板橋區,25.0074817,121.469187,297357.2078,2766688.221
3731010739,雙安牙醫診所,牙醫一般診所,新北市板橋區,25.0084729,121.455612,295986.6324,2766793.336
3731010748,寰宇牙醫診所,牙醫一般診所,新北市板橋區,25.0091578,121.4531926,295742.1763,2766868.379
3731010757,江子翠林牙醫診所,牙醫一般診所,新北市板橋區,25.0303445,121.472423,297675.0061,2769221.743
3731010800,鴻安牙醫診所,牙醫一般診所,新北市板橋區,25.0249488,121.4777092,298210.5839,2768625.961
3731010828,呂忠孝牙醫診所,牙醫一般診所,新北市板橋區,25.0026979,121.464121,296847.6801,2766156.586
3731010837,遠東牙醫診所,牙醫一般診所,新北市板橋區,25.00964,121.462678,296699.3989,2766925.025
3731010846,建國牙醫診所,牙醫一般診所,新北市板橋區,25.0329545,121.4703564,297465.446,2769510.113
3731010926,智群牙醫診所,牙醫一般診所,新北市板橋區,25.000861,121.45838,296268.8721,2765951.152
3731010953,揚齡牙醫診所,牙醫一般診所,新北市板橋區,25.01162,121.452379,295659.1455,2767140.828
3817040139,香港全壽堂中醫診所,中醫一般診所,臺中市南區,24.1152826,120.6557375,215005.3136,2667833.395
3817040157,劉俊昌中醫診所,中醫一般診所,臺中市南區,24.1277129,120.667508,216205.0727,2669207.165
3840010098,佑昇中醫診所,中醫一般診所,嘉義縣朴子市,23.4654163,120.2397934,172337.6609,2596026.724
3840011139,純青中醫診所,中醫一般診所,嘉義縣朴子市,23.4662368,120.2436045,172727.4944,2596115.539
3731011067,瑞安牙醫診所,牙醫一般診所,新北市板橋區,25.0155344,121.4535419,295775.0687,2767574.796
3731011076,大學牙醫診所,牙醫一般診所,新北市板橋區,25.0278496,121.4597945,296401.5096,2768941.01
3701200985,建宏牙醫診所,牙醫一般診所,臺北市文山區,24.9915842,121.5412382,304636.8283,2764954.444
3701201008,威登牙醫診所,牙醫一般診所,臺北市文山區,24.9976102,121.5405172,304561.3828,2765621.623
3701201062,怡佳牙醫診所,牙醫一般診所,臺北市文山區,24.9845466,121.5611764,306652.8128,2764183.105
3701201080,晶品牙醫診所,牙醫一般診所,臺北市文山區,25.001259,121.538978,304404.4018,2766025.164
3701201115,驊陽牙醫診所,牙醫一般診所,臺北市文山區,24.9824659,121.5595629,306490.8714,2763951.963
3701201124,全家牙醫診所,牙醫一般診所,臺北市文山區,24.9890873,121.5626315,306797.6273,2764686.664
3701202149,敦揚牙醫診所,牙醫一般診所,臺北市文山區,24.983212,121.56707,307248.4238,2764037.752
3701202176,堤岸牙醫診所,牙醫一般診所,臺北市文山區,24.9981816,121.5743158,307972.9158,2765698.941
3701202194,信和牙醫診所,牙醫一般診所,臺北市文山區,24.9870919,121.5493558,305458.3142,2764460.15
3701202265,福祥牙醫診所,牙醫一般診所,臺北市文山區,25.004214,121.538322,304336.8841,2766352.211
3701202274,亞美光聯合牙醫診所,牙醫一般診所,臺北市文山區,24.9906173,121.5417303,304686.9335,2764847.544
3701202309,一心牙醫診所,牙醫一般診所,臺北市文山區,24.9848135,121.5630973,306846.616,2764213.471
3701190564,天一牙醫診所,牙醫一般診所,臺北市萬華區,25.0454119,121.506842,301142.2397,2770903.245
3701190591,孝德牙醫診所,牙醫一般診所,臺北市萬華區,25.0401495,121.501673,300622.8202,2770318.411
3701190680,張建昌牙醫診所,牙醫一般診所,臺北市萬華區,25.0231909,121.4954639,300003.1353,2768437.685
3701190715,國民牙醫診所,牙醫一般診所,臺北市萬華區,25.023807,121.495254,299981.7019,2768505.85
3701190742,惠德牙醫診所,牙醫一般診所,臺北市萬華區,25.019794,121.496992,300158.7369,2768061.993
3701190760,宏德牙醫診所,牙醫一般診所,臺北市萬華區,25.0322622,121.5045231,300913.6785,2769445.842
3701190840,同仁牙醫診所,牙醫一般診所,臺北市萬華區,25.04076,121.50592,301051.1309,2770387.628
3717082466,亞典牙醫診所,牙醫一般診所,臺中市北屯區,24.1735577,120.6847792,217971.9814,2674280.441
3717082475,康德牙醫診所,牙醫一般診所,臺中市北屯區,24.1626533,120.6850934,218001.1883,2673072.699
3717082528,盛誠牙醫診所,牙醫一般診所,臺中市北屯區,24.1749509,120.6857483,218070.794,2674434.518
3836031347,同慶堂中醫診所,中醫一般診所,臺中市大甲區,24.347701,120.621287,211573.1784,2693583.251
3836031365,太陽中醫診所,中醫一般診所,臺中市大甲區,24.3512445,120.6189869,211340.8682,2693976.345
3836031374,永吉中醫診所,中醫一般診所,臺中市大甲區,24.34549,120.6211978,211563.46,2693338.399
3836031383,仁恩堂中醫診所,中醫一般診所,臺中市大甲區,24.3449297,120.6253673,211986.3702,2693275.197
3836040024,王振生中醫診所,中醫一般診所,臺中市清水區,24.2682699,120.5768249,207034.9499,2684798.985
3836040033,老春中醫診所,中醫一般診所,臺中市清水區,24.271857,120.576297,206982.559,2685196.43
3836040088,太安堂中醫診所,中醫一般診所,臺中市清水區,24.265669,120.57382,206728.9774,2684511.857
3836040159,宗德中醫診所,中醫一般診所,臺中市清水區,24.264685,120.572509,206595.5328,2684403.283
3836040177,仁安堂中醫診所,中醫一般診所,臺中市清水區,24.262162,120.572321,206575.5872,2684123.912
3836041245,倉葦中醫診所,中醫診所,臺中市清水區,24.264362,120.5733,206675.737,2684367.264
3836050057,一品堂中醫診所,中醫一般診所,臺中市沙鹿區,24.234543,120.560473,205362.9471,2681068.768
3831032102,家康中醫診所,中醫一般診所,新北市永和區,25.00071,121.5178346,302270.3823,2765956.035
3831032111,祺元堂中醫診所,中醫一般診所,新北市永和區,25.0132877,121.5189658,302379.2335,2767349.638
3831032148,明仁中醫診所,中醫診所,新北市永和區,25.0059613,121.5108401,301562.1512,2766535.015
3831032157,永和易元堂中醫診所,中醫診所,新北市永和區,24.9947203,121.5134547,301830.7787,2765290.906
3831032175,祥寧中醫診所,中醫診所,新北市永和區,25.0123211,121.5191245,302395.6616,2767242.634
3831032193,泉安堂中醫診所,中醫診所,新北市永和區,25.0146679,121.516135,302092.9335,2767501.425
3831040015,華星中醫診所,中醫一般診所,新北市中和區,24.9870324,121.5088772,301371.8895,2764437.618
3831040033,朝春中醫診所,中醫一般診所,新北市中和區,24.9902202,121.5124901,301735.2891,2764792.086
3831040042,三元中醫診所,中醫一般診所,新北市中和區,24.9902134,121.4987503,300348.2517,2764786.162
3831040051,福星中醫診所,中醫一般診所,新北市中和區,24.9961872,121.48347,298803.3404,2765442.259
3831040079,陳南中醫診所,中醫一般診所,新北市中和區,25.0019949,121.4740539,297850.5792,2766082.189
3831040097,進安中醫診所,中醫一般診所,新北市中和區,25.003937,121.5065013,301125.0405,2766309.15
3831040417,寶島中醫診所,中醫一般診所,新北市中和區,25.0042502,121.4966738,300132.9326,2766340.171
3831040471,元隆堂中醫診所,中醫一般診所,新北市中和區,24.9972785,121.5110845,301590.4462,2765573.36
3831027852,六福中醫診所,中醫一般診所,新北市三重區,25.0520459,121.488392,299277.8845,2771631.216
3831027923,林源泉中醫診所,中醫一般診所,新北市三重區,25.0813361,121.48462,298885.6641,2774874.187
3831030028,泰華內科針炙科中醫診所,中醫專科診所,新北市永和區,25.0063698,121.5107481,301552.6944,2766580.227
3832012668,杏安中醫診所,中醫一般診所,桃園市桃園區,24.997958,121.305012,280788.5128,2765586.02
3832012720,廖桂聲中醫診所,中醫一般診所,桃園市桃園區,25.0024216,121.3039623,280681.4449,2766080.182
3831042831,刁仁杰中醫診所,中醫診所,新北市中和區,25.0008487,121.4728295,297727.4303,2765954.799
3831042859,富邦中醫診所,中醫診所,新北市中和區,24.9853552,121.5120175,301689.6141,2764253.037
3831050011,德昌中醫診所,中醫一般診所,新北市新店區,24.9763316,121.5351638,304030.2843,2763262.56
