郵遞區號,局名,電腦局名,lat,lng,TWD97_X,TWD97_Y
110054,臺北逸仙郵局,臺北80支,25.040346,121.561762,306686.3096,2770363.994
105039,臺北體育場郵局,臺北81支,25.051551,121.5480709,305299.7136,2771599.461
106238,臺北正義郵局,臺北82支,25.041541,121.5381467,304302.7632,2770486.678
111020,士林蘭雅郵局,臺北83支,25.1046156,121.5268735,303137.9711,2777468.718
100023,臺北杭南郵局,臺北84支,25.0420822,121.5263438,303111.5131,2770541.941
111002,東吳大學郵局,臺北86支,25.094415,121.545748,305046.1658,2776346.394
105065,臺北民生郵局,臺北87支,25.0593415,121.5656544,307070.2969,2772469.686
106335,臺灣科大郵局,臺北90支,25.0130898,121.5401282,304515.2827,2767336.065
106201,臺北金南郵局,臺北91支,25.0318173,121.5245671,302936.6348,2769404.249
100011,臺北中正堂郵局,臺北92支,25.0367564,121.519047,302377.4673,2769949.183
116063,文山武功郵局,臺北93支,25.0040378,121.5389167,304396.9903,2766332.933
108050,臺北青年郵局,臺北95支,25.0249068,121.5081939,301287.1789,2768632.506
106421,臺北安和郵局,臺北96支,25.0307687,121.5525742,305763.4976,2769299.342
116059,文山萬盛郵局,臺北97支,25.0080629,121.5366277,304164.1745,2766777.857
110028,臺北永春郵局,臺北99支,25.040661,121.576702,308193.7597,2770405.225
100216,監察院郵局,臺北100支,25.0452209,121.5199946,302469.4904,2770887.124
105005,臺北榮星郵局,臺北101支,25.0618426,121.5457312,305059.0374,2772738.465
104247,臺北北安郵局,臺北104支,25.0826554,121.5498429,305464.5012,2775045.5
111035,士林芝山郵局,臺北105支,25.1114041,121.5373205,304188.6336,2778224.809
111035,士林法院郵局,臺北106支,25.1118734,121.5334923,303802.3479,2778275.26
100005,臺北中山堂郵局,臺北107支,25.0430196,121.5091079,301371.878,2770639.119
106230,臺北敦南郵局,臺北108支,25.040612,121.5508815,305588.2376,2770388.946
110202,臺北世貿郵局,臺北109支,25.0332591,121.562324,306746.2816,2769579.244
100214,臺北南門郵局,臺北110支,25.0347701,121.5105004,301515.8374,2769725.891
116080,文山萬芳郵局,臺北111支,24.9981076,121.5586064,306387.1693,2765684.119
104112,臺北興安郵局,臺北112支,25.0563272,121.5439148,304878.233,2772126.809
100225,臺大醫院郵局,臺北115支,25.0401837,121.5189278,302363.9833,2770328.763
111002,士林外雙溪郵局,臺北116支,25.107,121.565204,307002.7768,2777748.463
106245,臺北大安郵局,臺北117支,25.0337246,121.5383024,304321.9173,2769620.952
105017,臺北台塑郵局,臺北118支,25.0577028,121.5510449,305597.0173,2772282.09
100218,臺北中聯郵局,臺北120支,25.0422099,121.51947,302417.8353,2770553.406
104262,臺北龍江路郵局,臺北121支,25.0631971,121.5410122,304582.3263,2772886.585
104237,國防部郵局,臺北122支,25.079796,121.5432099,304796.6682,2774726.069
111013,士林劍潭郵局,臺北123支,25.0817353,121.5239063,302848.5361,2774933.191
112091,陽明山郵局,臺北124支,25.1512299,121.5461116,305057.3733,2782639.751
111396,文化大學郵局,臺北125支,25.1359859,121.5389375,304340.8363,2780948.306
111068,士林社新里郵局,臺北126支,25.089378,121.505847,301023.622,2775772.801
110065,臺北信義郵局,臺北128支,25.033806,121.567224,307240.5161,2769641.884
111021,士林名山里郵局,臺北129支,25.1017472,121.5283279,303285.9007,2777151.569
112006,北投郵局,臺北131支,25.1355094,121.5027857,300695.8002,2780881.45
112063,北投石牌郵局,臺北133支,25.1173631,121.5163968,302075.9213,2778876.631
112020,北投關渡郵局,臺北134支,25.121555,121.4668855,297081.284,2779322.764
112058,北投舊北投郵局,臺北135支,25.1285071,121.5013167,300550.561,2780105.278
112201,北投榮總郵局,臺北136支,25.1192105,121.5203822,302477.0462,2779082.805
112047,北投文林郵局,臺北137支,25.1056629,121.517672,302209.4902,2777581.135
112015,北投山腳郵局,臺北138支,25.1437118,121.4981032,300220.3012,2781788.25
112034,北投實踐郵局,臺北139支,25.1145713,121.5093483,301366.2716,2778564.693
112051,北投致遠郵局,臺北140支,25.1100915,121.514895,301927.5421,2778070.604
112013,北投文化郵局,臺北141支,25.1373865,121.4974688,300158.9225,2781087.382
112040,北投明德郵局,臺北142支,25.113253,121.5221483,302657.7013,2778423.601
112036,北投尊賢郵局,臺北143支,25.1175046,121.5068224,301110.3178,2778888.645
112005,北投奇岩郵局,臺北144支,25.1251093,121.5077181,301197.4769,2779731.33
112018,北投豐年郵局,臺北145支,25.1383282,121.4892558,299330.4284,2781188.662
112018,北投一德郵局,臺北146支,25.1278777,121.4679751,297188.7333,2780023.485
112304,臺北陽明交大郵局,臺北147支,25.1195749,121.5143859,301872.1953,2779120.85
114020,內湖郵局,臺北148支,25.0693178,121.5880759,309327.7038,2773584.374
114023,內湖碧湖郵局,臺北149支,25.0818599,121.5891581,309430.8289,2774974.096
114026,內湖週美郵局,臺北150支,25.0549969,121.58012,308531.8632,2771994.632
114035,內湖文德郵局,臺北151支,25.0782557,121.5797027,308478.7144,2774570.747
114052,內湖金龍郵局,臺北152支,25.086778,121.589985,309511.8654,2775519.223
114004,內湖西湖郵局,臺北153支,25.0823114,121.568353,307331.8763,2775015.12
114054,內湖東湖郵局,臺北154支,25.0681908,121.6178712,312334.2295,2773472.944
114041,內湖大湖郵局,臺北155支,25.0843035,121.6006705,310590.9567,2775249.878
114063,內湖江南郵局,臺北156支,25.0765239,121.574047,307908.9861,2774376.486
114061,內湖北勢湖郵局,臺北157支,25.0847519,121.5614324,306632.6322,2775282.528
114066,內湖舊宗郵局,臺北158支,25.0622756,121.5779816,308312.6573,2772799.944
114046,內湖康寧郵局,臺北159支,25.0723614,121.6075176,311287.6006,2773930.175
114202,內湖三總郵局,臺北160支,25.0718315,121.5899564,309516.2064,2773863.634
115008,南港昆陽郵局,臺北161支,25.0498669,121.5926212,309795.7035,2771431.867
115024,中研院郵局,臺北162支,25.0428717,121.6165245,312211.1443,2770667.809
115004,南港港三郵局,臺北164支,25.0532733,121.5870406,309230.969,2771806.727
115021,南港富康郵局,臺北165支,25.0538742,121.6034144,310882.7877,2771880.555
115006,南港同德郵局,臺北166支,25.0462709,121.5856201,309090.9976,2771030.476
115029,南港郵局,臺北167支,25.0538742,121.6034144,310882.7877,2771880.555
115005,南港福德郵局,臺北168支,25.0394256,121.58771,309305.1724,2770273.163
115025,南港後山埤郵局,臺北169支,25.0448713,121.582693,308796.3044,2770874.173
116301,世新大學郵局,臺北176支,24.9884927,121.5439091,304907.8284,2764613.093
100020,臺北仁杭郵局,臺北177支,25.0375759,121.524648,302942.3273,2770042.134
116018,文山樟腳里郵局,臺北178支,24.9825009,121.5647256,307012.0684,2763958
116302,政大郵局,臺北179支,24.9861185,121.5774023,308290.1711,2764364.091
223011,石碇華梵大學郵局,臺北180支,24.9811056,121.6908051,319741.618,2763862.35
222001,深坑草地尾郵局,臺北181支,25.0045344,121.5991767,310479.3869,2766413.475
226001,平溪郵局,臺北182支,25.0258559,121.738749,324555.0435,2768844.747
116025,文山萬美街郵局,臺北183支,25.0021799,121.5684884,307382.8133,2766139.335
893013,金門郵局,臺北184支,24.4329669,118.3205042,-21761.97254,2705604.07
890006,金門沙美郵局,臺北185支,24.489126,118.414392,-12118.86579,2711646.915
892009,金門金寧郵局,臺北186支,24.450086,118.3360828,-20144.66346,2707470.917
894021,金門烈嶼郵局,臺北187支,24.4295078,118.2475773,-29169.76625,2705365.875
891003,金門尚義郵局,臺北188支,24.4290517,118.3596702,-17796.04681,2705093.773
209002,馬祖郵局,臺北189支,26.1573654,119.9422553,144249.3858,2894409.883
209004,馬祖馬港郵局,臺北190支,26.158251,119.918152,141840.2419,2894527.839
115603,南港軟體園區郵局,臺北191支,25.0568029,121.6118802,311735.5163,2772208.794
104252,臺北樂群二路郵局,臺北192支,25.0801555,121.5572562,306213.4625,2774771.658
891005,金門山外郵局,臺北250支,24.4423152,118.4153891,-12114.72795,2706457.052
211041,馬祖西莒郵局,臺北253支,25.9691879,119.9360209,143455.9238,2873566.844
210005,馬祖北竿郵局,臺北254支,26.224575,119.9972491,149805.4042,2901812.463
211091,馬祖東莒郵局,臺北255支,25.9566259,119.9772026,147569.1512,2872142.244
212041,馬祖東引郵局,臺北256支,26.3668998,120.4876771,198872.4808,2917293.471
896001,金門烏坵郵局,臺北257支,24.9944743,119.451303,93655.21507,2766058.476
200009,基隆愛三路郵局,基隆901支,25.130212,121.7439353,325014.8482,2780407.032
202005,基隆港東郵局,基隆1支,25.1341957,121.7455897,325179.237,2780849.227
200002,基隆港西街郵局,基隆2支,25.1336808,121.7408074,324697.3244,2780789.535
206005,基隆七堵郵局,基隆3支,25.0970707,121.7127665,321891.2132,2776719.034
202008,基隆中正郵局,基隆4支,25.1510733,121.7664162,327268.6666,2782730.534
203001,基隆新民郵局,基隆5支,25.1305537,121.7363772,324252.492,2780440.701
202008,基隆和平島郵局,基隆6支,25.1548806,121.7654093,327164.7541,2783151.694
202301,海洋大學郵局,基隆7支,25.15044,121.7755731,328192.288,2782665.664
205002,基隆過港路郵局,基隆8支,25.1051754,121.7377734,324408.6489,2777630.329
200002,基隆孝三路郵局,基隆9支,25.130428,121.739696,324587.2311,2780428.608
203004,基隆中山郵局,基隆10支,25.14522,121.738599,324467.6381,2782066.509
202012,基隆八斗子郵局,基隆11支,25.1399978,121.7962893,330287.7853,2781521.149
201012,基隆信義郵局,基隆12支,25.1295447,121.7534923,325978.9783,2780338.464
201013,基隆東信路郵局,基隆13支,25.1282127,121.7638399,327023.2614,2780196.786
206007,基隆六堵郵局,基隆14支,25.088355,121.703405,320951.9874,2775748.659
202005,基隆安瀾橋郵局,基隆15支,25.1427811,121.7610311,326730.9149,2781808.929
200012,基隆仁二路郵局,基隆16支,25.1274428,121.750405,325668.9515,2780103.902
200003,基隆光二路郵局,基隆17支,25.1272943,121.7371781,324335.2263,2780080.1
204017,基隆樂利郵局,基隆18支,25.126688,121.71585,322184.8363,2780001.359
200007,基隆南榮路郵局,基隆19支,25.1257172,121.7426484,324887.8192,2779908.43
205008,基隆碇內郵局,基隆20支,25.0995529,121.7581825,326470.5957,2777018.929
204011,基隆安樂路郵局,基隆21支,25.121575,121.723965,323006.2027,2779439.362
203010,基隆復興路郵局,基隆22支,25.1418582,121.7268869,323288.7574,2781687.706
206009,基隆百福郵局,基隆24支,25.0842091,121.6978288,320391.8734,2775286.507
202003,基隆三沙灣郵局,基隆25支,25.1383356,121.7522714,325850.4327,2781311.545
204007,基隆大武崙郵局,基隆26支,25.1402316,121.7118286,321771.3966,2781499.429
228003,貢寮郵局,基隆28支,25.0196061,121.908759,341718.0546,2768256.813
228004,貢寮澳底郵局,基隆29支,25.0536745,121.9240451,343235.157,2772041.064
207003,萬里郵局,基隆30支,25.1791961,121.6892726,319475,2785803.687
205004,基隆暖暖郵局,基隆31支,25.0992628,121.7355512,324188.0865,2776974.172
208005,金山郵局,基隆32支,25.2191772,121.6399445,314481.7915,2790207.823
227004,雙溪郵局,基隆33支,25.0361603,121.8653214,337322.1025,2770061.819
224001,瑞芳郵局,基隆34支,25.1069679,121.80828,331518.7432,2777869.595
224008,瑞芳九份郵局,基隆35支,25.1083383,121.8438688,335107.2518,2778043.356
224005,瑞芳四腳亭郵局,基隆36支,25.1006538,121.7618075,326835.5407,2777142.933
224010,瑞芳金瓜石郵局,基隆37支,25.108306,121.857731,336505.3948,2778048.589
202014,基隆新豐街郵局,基隆38支,25.1355277,121.7852193,329174.4635,2781019.449
221036,汐止郵局,基隆39支,25.0753702,121.6737308,317965.8498,2774295.105
221006,汐止樟樹灣郵局,基隆41支,25.0586841,121.6374812,314317.609,2772429.097
221017,汐止社后郵局,基隆42支,25.0680392,121.630716,313630.1951,2773462.134
413708,霧峰郵局,臺中8支,24.0617765,120.6984659,219336.0057,2661897.622
428709,大雅清泉崗郵局,臺中9支,24.2346022,120.6209481,211504.7005,2681057.316
411710,太平長億郵局,臺中10支,24.119952,120.719691,221507.3343,2668336.052
412711,大里仁化郵局,臺中11支,24.093307,120.703284,219833.3549,2665388.559
411713,太平坪林郵局,臺中13支,24.1450882,120.7342441,222991.9048,2671117.002
411714,太平竹仔坑郵局,臺中14支,24.1052183,120.7289779,222448.1746,2666702.445
404715,臺中育才郵局,臺中15支,24.1510654,120.6847806,217966.5139,2671789.405
403716,臺中法院郵局,臺中16支,24.1352861,120.6754799,217017.2953,2670044
402717,臺中國光路郵局,臺中17支,24.122648,120.6795442,217427.1744,2668643.377
400718,臺中公園路郵局,臺中18支,24.142199,120.684707,217956.8239,2670807.464
408719,臺中南屯路郵局,臺中19支,24.138085,120.643531,213770.9203,2670361.87
402720,臺中福平里郵局,臺中20支,24.1272619,120.6658483,216036.2583,2669157.618
412721,大里郵局,臺中21支,24.1030489,120.6887817,218361.3124,2666470.664
428722,大雅郵局,臺中22支,24.2234574,120.6477801,214226.5825,2679815.87
401723,臺中力行路郵局,臺中23支,24.1511098,120.6957793,219084.2507,2671791.85
401724,臺中旱溪郵局,臺中24支,24.1406836,120.7022252,219736.85,2670635.738
407725,臺中逢甲郵局,臺中25支,24.175272,120.649134,214350.6972,2674478.923
404726,臺中雙十路郵局,臺中26支,24.1571551,120.6904285,218541.9644,2672462.561
406727,臺中水湳郵局,臺中27支,24.1774757,120.6696526,216436.0562,2674717.909
412728,大里內新郵局,臺中28支,24.11236,120.6900994,218497.5498,2667501.57
408729,臺中嶺東郵局,臺中29支,24.1399145,120.6131749,210686.2625,2670572.672
407730,臺中西屯郵局,臺中30支,24.1766902,120.6376427,213183.5345,2674638.966
404731,臺中五權路郵局,臺中31支,24.1521069,120.6785953,217338.2066,2671906.18
412732,大里草湖郵局,臺中32支,24.0889354,120.6952682,219017.345,2664906.152
401733,臺中大智郵局,臺中33支,24.1317253,120.6897059,218462.2958,2669646.365
411734,太平郵局,臺中34支,24.1299792,120.7196956,221510.0225,2669446.562
406735,臺中北屯郵局,臺中35支,24.1627614,120.6911505,218616.7029,2673083.3
408736,臺中東興路郵局,臺中36支,24.1414296,120.6531416,214748.6014,2670729.835
404737,臺中漢口路郵局,臺中37支,24.167123,120.671302,216600.9462,2673570.944
402738,臺中樹仔腳郵局,臺中38支,24.1144553,120.654697,214899.3191,2667742.031
406739,臺中四張犁郵局,臺中39支,24.1947757,120.6798253,217474.0164,2676631.498
403740,臺中公益路郵局,臺中40支,24.150631,120.660753,215524.6263,2671747
406741,臺中大坑口郵局,臺中41支,24.1700369,120.6996193,219478.9826,2673887.193
401742,臺中進化路郵局,臺中42支,24.1468305,120.694579,218961.2386,2671318.181
411743,太平宜欣郵局,臺中43支,24.1497593,120.7125588,220789.1328,2671638.679
407744,臺中何厝郵局,臺中44支,24.1646038,120.6542684,214869.4566,2673296.111
402745,臺中南和路郵局,臺中45支,24.116098,120.66892,216345.5536,2667920.473
407746,臺中工業區郵局,臺中46支,24.1696976,120.6066321,210030.5659,2673873.036
408747,臺中黎明郵局,臺中47支,24.153462,120.633725,212778.7498,2672067.455
406749,臺中敦化路郵局,臺中49支,24.185973,120.6647926,215944.5223,2675660.168
403750,臺中大全街郵局,臺中50支,24.1362221,120.6711825,216580.7677,2670148.68
404753,臺中淡溝郵局,臺中53支,24.1569959,120.670337,216500.2502,2672449.591
406754,臺中軍功郵局,臺中54支,24.175648,120.7210104,221653.7359,2674504.126
404755,臺中健行路郵局,臺中55支,24.1591862,120.6860556,218098.1005,2672688.496
412757,大里永隆郵局,臺中57支,24.1053018,120.6787406,217341.0908,2666722.473
414759,烏日明道郵局,臺中59支,24.1055625,120.6405626,213459.9952,2666760.762
411760,太平永豐路郵局,臺中60支,24.113904,120.703535,219863.6941,2667669.615
407761,臺中永安郵局,臺中61支,24.1906027,120.6123475,210617.7203,2676186.686
406763,臺中文心路郵局,臺中63支,24.171604,120.6883333,218332.6162,2674063.258
403765,臺中英才郵局,臺中65支,24.144563,120.665928,216048.9275,2671073.702
406766,臺中松竹郵局,臺中66支,24.1854057,120.6993366,219453.9161,2675589.361
407767,臺中大隆路郵局,臺中67支,24.1564627,120.6529605,214734.3217,2672394.806
414768,烏日溪壩郵局,臺中68支,24.0613447,120.6433602,213731.9596,2661862.924
407769,臺中福安郵局,臺中69支,24.1834782,120.6185585,211246.5604,2675395.901
408770,臺中向上郵局,臺中70支,24.1465974,120.6413324,213549.8815,2671305.194
428771,大雅馬岡厝郵局,臺中71支,24.2174294,120.6680949,216288.2962,2679143.206
428728,臺中中科郵局,臺中128支,24.2097656,120.6185631,211254.9719,2678307.272
704401,臺南成功路郵局,臺南901支,22.9981078,120.2037241,168368.9632,2544295.226
702005,臺南西門路郵局,臺南1支,22.9867928,120.1973668,167710.3515,2543045.752
700022,臺南水交社郵局,臺南2支,22.9814832,120.2044849,168436.9768,2542453.791
700008,臺南興華街郵局,臺南3支,22.992647,120.2111789,169129.9808,2543686.366
708001,臺南安平郵局,臺南4支,23.0026201,120.162937,164190.2816,2544818.212
700015,臺南中正路郵局,臺南5支,22.9922186,120.2022914,168218.5345,2543643.853
717005,仁德車路墘郵局,臺南6支,22.9189746,120.227351,170745.105,2535519.105
701401,成功大學郵局,臺南7支,22.997265,120.219981,170035.1322,2544192.937
710012,永康網寮郵局,臺南8支,22.998719,120.235215,171597.7748,2544345.726
711013,歸仁郵局,臺南9支,22.9664967,120.294692,177678.1552,2540746.91
710056,永康郵局,臺南10支,23.0280775,120.2569788,173845.4716,2547585.404
710027,永康六甲頂郵局,臺南11支,23.0225156,120.2170925,169753.9367,2546990.774
701033,臺南德高厝郵局,臺南12支,22.9674483,120.2274188,170780.2774,2540887.007
700018,臺南永樂郵局,臺南13支,23.0001919,120.1924229,167211.6269,2544532.357
700003,臺南友愛街郵局,臺南14支,22.9928213,120.1937269,167340.8244,2543715.397
700280,臺南南門路郵局,臺南15支,22.9887659,120.2047144,168464.8797,2543260.151
717017,仁德太子郵局,臺南16支,22.9910291,120.2603438,174169.6703,2543480.937
704033,臺南西華郵局,臺南17支,22.9996031,120.208236,168832.42,2544458.312
701001,臺南東城郵局,臺南18支,22.9862199,120.2169965,169722.6288,2542971.432
704016,臺南開元路郵局,臺南19支,23.0070264,120.219776,170019.8679,2545274.028
702029,臺南大同路郵局,臺南20支,22.9745095,120.2141777,169426.6745,2541676.169
710031,永康二王郵局,臺南21支,23.0209081,120.245645,172679.7004,2546797.404
700006,臺南普濟郵局,臺南22支,22.9982616,120.2005654,168045.224,2544314.02
702018,臺南灣裡郵局,臺南23支,22.9322091,120.180997,165998.2584,2537010.413
717006,仁德二空郵局,臺南24支,22.9585821,120.2232073,170343.2222,2539907.446
704007,臺南大光郵局,臺南25支,23.0129871,120.218083,169849.8338,2545935.042
701017,臺南東門郵局,臺南26支,22.9848581,120.2238241,170421.8602,2542816.907
717009,仁德郵局,臺南27支,22.9697074,120.2523353,173336.5682,2541123.95
701045,臺南東寧路郵局,臺南28支,22.9903024,120.2276129,170813.5011,2543417.758
704005,臺南北小北郵局,臺南29支,23.016506,120.2111729,169143.5826,2546328.523
710037,永康大灣郵局,臺南30支,23.0062363,120.2688858,175053.8349,2545160.579
709019,臺南和順郵局,臺南31支,23.0655132,120.2181778,169890.6168,2551751.766
710042,永康鹽行郵局,臺南32支,23.0416887,120.2398998,172102.7463,2549101.695
702011,臺南鹽埕郵局,臺南33支,22.9683991,120.1904135,166986.1978,2541012.744
709001,臺南安順郵局,臺南34支,23.034813,120.21319,169361.2388,2548354.739
702034,臺南新義郵局,臺南35支,22.9698301,120.183141,166241.3329,2541175.344
709020,臺南安南郵局,臺南36支,23.047924,120.18132,166102.9073,2549824.578
702006,臺南金華郵局,臺南37支,22.9817029,120.1926987,167228.6329,2542484.72
709030,臺南海佃郵局,臺南38支,23.0228323,120.1914251,167123.1657,2547040.137
709031,臺南土城郵局,臺南39支,23.0649598,120.1284035,160691.0615,2551742.488
701014,臺南小東郵局,臺南40支,22.9985632,120.2294877,171010.5231,2544331.547
710039,永康大橋郵局,臺南42支,23.0112401,120.231836,171258.6265,2545734.123
710047,永康崑山郵局,臺南43支,23.000881,120.259207,174058.6308,2544572.518
717018,仁德後壁厝郵局,臺南45支,22.9539803,120.2520264,173296.023,2539382.508
710001,永康王行郵局,臺南46支,23.0491136,120.2744253,175645.2303,2549905.97
709003,臺南原佃郵局,臺南47支,23.0443281,120.197413,167749.9859,2549417.228
704026,臺南文元郵局,臺南48支,23.012154,120.195135,167496.9426,2545855.519
701022,臺南虎尾寮郵局,臺南49支,22.9826622,120.2373227,171804.6102,2542566.476
711012,歸仁南保郵局,臺南50支,22.9682212,120.2818988,176367.2347,2540944.237
718005,關廟郵局,臺南59支,22.9607763,120.3291965,181213.4477,2540096.866
719012,龍崎郵局,臺南60支,22.9652706,120.3604365,184419.1702,2540580.261
