銀行代號,分支機構代號,金融機構名稱,分支機構名稱,地址,lat,lng,TWD97_X,TWD97_Y
808,48,玉山商業銀行,城東分行,台北市中山區松江路111號,25.0514667,121.533252,303804.5124,2771584.149
808,59,玉山商業銀行,新莊分行,新北市新莊區中正路393號,25.0345198,121.4456903,294975.6923,2769675.072
12,2009,台北富邦商業銀行,營業部,台北市中山區中山北路二段50號,25.0560492,121.5222517,302692.6155,2772087.403
12,2032,台北富邦商業銀行,長安東路分行,台北市中山區長安東路一段36號,25.048577,121.5265346,303127.9676,2771261.415
12,2102,台北富邦商業銀行,公庫處,台北市信義區市府路1號,25.037531,121.5639969,306913.1328,2770053.126
12,2205,台北富邦商業銀行,城東分行,台北市中山區南京東路二段90號,25.0517536,121.5311831,303595.6342,2771615.106
12,2216,台北富邦商業銀行,農安分行(客戶移撥建國分行服務),台北市中山區建國北路二段196號,25.0600843,121.5366108,304139.6317,2772540.024
12,3006,台北富邦商業銀行,士林分行,台北市士林區中正路337號,25.094513,121.522972,302748.81,2776348.162
12,3017,台北富邦商業銀行,士東分行,台北市士林區中山北路六段360號,25.1121862,121.5263756,303084.4852,2778307.091
12,3028,台北富邦商業銀行,瑞光分行(客戶移撥瑞湖分行服務),台北市內湖區瑞湖街62號,25.073712,121.575546,308061.5323,2774065.665
12,3039,台北富邦商業銀行,玉成分行,台北市南港區忠孝東路六段126號,25.0478361,121.5851413,309041.9344,2771203.639
12,3040,台北富邦商業銀行,福港分行,台北市士林區承德路四段310號,25.0896559,121.5184686,302296.6377,2775808.409
12,3051,台北富邦商業銀行,忠孝分行,台北市大安區忠孝東路四段107號,25.0417523,121.5483089,305328.1254,2770514.198
12,3062,台北富邦商業銀行,承德分行(客戶移撥延平分行服務),台北市大同區延平北路二段69號,25.0558174,121.5117554,301633.6694,2772057.68
12,3073,台北富邦商業銀行,龍江分行(客戶移撥南京東路分行服務),台北市中山區南京東路二段139號,25.0522322,121.5356187,304042.9786,2771669.883
12,3109,台北富邦商業銀行,延平分行,台北市大同區延平北路二段69號,25.0558174,121.5117554,301633.6694,2772057.68
12,3202,台北富邦商業銀行,木柵分行,台北市文山區木柵路三段92號,24.988546,121.567155,307254.5347,2764628.609
12,3213,台北富邦商業銀行,木新分行(客戶移撥木柵分行服務),台北市文山區木柵路三段92號,24.988546,121.567155,307254.5347,2764628.609
12,3305,台北富邦商業銀行,西門分行(客戶移撥桂林分行服務),台北市萬華區桂林路52號,25.0378003,121.5043857,300897.5274,2770059.219
12,3408,台北富邦商業銀行,八德分行,台北市松山區八德路三段178號,25.0479437,121.5556833,306069.4521,2771203.028
12,3419,台北富邦商業銀行,松南分行,台北市信義區松山路655號,25.0350498,121.5806133,308591.115,2769785.382
12,3420,台北富邦商業銀行,永吉分行,台北市信義區永吉路199號,25.0457148,121.5734747,307865.721,2770963.631
12,3501,台北富邦商業銀行,中山分行,台北市中山區中山北路二段162號,25.0632225,121.5222899,302693.4018,2772881.973
12,3604,台北富邦商業銀行,北投分行,台北市北投區中央北路一段2號,25.1336127,121.5014629,300563.2013,2780670.862
12,3615,台北富邦商業銀行,石牌分行,台北市北投區文林北路216號,25.108032,121.514585,301897.1472,2777842.361
12,3707,台北富邦商業銀行,大安分行,台北市大安區仁愛路四段37號,25.038279,121.546308,305127.7696,2770128.659
12,3800,台北富邦商業銀行,大同分行,台北市大同區重慶北路三段186號,25.0691915,121.5134891,301802.9704,2773539.734
12,3903,台北富邦商業銀行,古亭分行,台北市中正區羅斯福路3段100號,25.0212038,121.5272474,303211.6985,2768229.693
12,4003,台北富邦商業銀行,雙園分行,台北市萬華區西園路二段152號,25.029993,121.496053,300059.8297,2769191.336
12,4014,台北富邦商業銀行,萬華分行,台北市萬華區萬大路482號,25.0198395,121.4973848,300198.3622,2768067.178
12,4106,台北富邦商業銀行,建成分行,台北市大同區南京西路22號,25.0525228,121.5201334,302480.3873,2771695.976
12,4117,台北富邦商業銀行,市府分行,台北市信義區市府路1號,25.037531,121.5639969,306913.1328,2770053.126
12,4209,台北富邦商業銀行,南港分行,台北市南港區三重路19之5號,25.0587767,121.6129927,311846.7738,2772427.934
12,4302,台北富邦商業銀行,景美分行,台北市文山區景文街64號,24.9907059,121.541057,304618.9243,2764857.086
12,4313,台北富邦商業銀行,興隆分行,台北市文山區興隆路三段69號,25.0001414,121.5564262,306166.1652,2765908.488
12,4405,台北富邦商業銀行,內湖分行,台北市內湖區成功路三段174巷6號,25.0808892,121.5905836,309575.0981,2774867.203
12,4427,台北富邦商業銀行,文德分行,台北市內湖區文德路42號,25.0782408,121.5804029,308549.3572,2774569.399
12,4508,台北富邦商業銀行,敦化分行(客戶移撥敦北分行服務),台北市松山區民生東路三段138號,25.057434,121.547124,305201.5354,2772250.71
12,4542,台北富邦商業銀行,民生分行,台北市松山區民生東路五段163之1號,25.0590856,121.5627706,306779.4549,2772440.128
12,4601,台北富邦商業銀行,信義分行,台北市大安區信義路四段299號,25.0333539,121.5553405,306041.4923,2769586.835
12,4612,台北富邦商業銀行,莊敬分行,台北市信義區莊敬路286號,25.0286819,121.5627865,306795.0624,2769072.441
12,4623,台北富邦商業銀行,東門分行,台北市中正區信義路二段263、265號,25.0338329,121.531754,303661.0366,2769630.337
12,4704,台北富邦商業銀行,松江分行,台北市中山區松江路200號,25.0573022,121.5328316,303759.5481,2772230.355
12,4807,台北富邦商業銀行,和平分行,台北市大安區復興南路二段236號,25.0252374,121.5432081,304820.7486,2768682.841
12,4900,台北富邦商業銀行,延吉分行(客戶移撥安和分行服務),台北市大安區仁愛路四段169號,25.0381583,121.552257,305728.1478,2770117.725
12,5103,台北富邦商業銀行,南門分行,台北市中正區金華街17號,25.0325511,121.5188765,302362.0468,2769483.316
12,5206,台北富邦商業銀行,復興分行(客戶移撥敦北分行服務),台北市松山區民生東路三段138號,25.057434,121.547124,305201.5354,2772250.71
12,5309,台北富邦商業銀行,西松分行,台北市松山區南京東路四段75之1號,25.0518867,121.5535395,305851.3479,2771638.891
12,5402,台北富邦商業銀行,長安分行(客戶移撥城東分行服務),台北市中山區南京東路二段90號,25.0517536,121.5311831,303595.6342,2771615.106
12,5505,台北富邦商業銀行,桂林分行,台北市萬華區桂林路52號,25.0378003,121.5043857,300897.5274,2770059.219
12,5701,台北富邦商業銀行,敦和分行,台北市大安區敦化南路二段97號,25.0289307,121.549271,305430.9715,2769094.399
12,5804,台北富邦商業銀行,臨沂分行,台北市中正區仁愛路二段61號,25.0384752,121.5301336,303495.5003,2770143.902
12,5907,台北富邦商業銀行,中崙分行,台北市中山區復興北路6號,25.0480491,121.5436938,304859.6192,2771209.789
12,6007,台北富邦商業銀行,基隆路分行,台北市信義區基隆路二段149號,25.026609,121.555525,306063.1761,2768839.809
12,6100,台北富邦商業銀行,師大分行,台北市大安區和平東路一段178號,25.026277,121.5294,303426.7543,2768792.474
12,6203,台北富邦商業銀行,永春分行,台北市信義區忠孝東路五段412號,25.040421,121.5751996,308042.2655,2770377.996
12,6214,台北富邦商業銀行,懷生分行,台北市大安區忠孝東路三段215號,25.0418844,121.5396385,304453.1474,2770525.314
12,6306,台北富邦商業銀行,民權分行,台北市中山區民權東路三段37號,25.0625798,121.542313,304713.8397,2772818.735
12,6409,台北富邦商業銀行,吉林簡易型分行(客戶移撥松江分行服務),台北市中山區松江路200號,25.0573022,121.5328316,303759.5481,2772230.355
12,6502,台北富邦商業銀行,社子分行,台北市士林區延平北路五段225號,25.0843236,121.5097601,301420.446,2775214.429
12,6605,台北富邦商業銀行,港都分行,高雄市苓雅區中山二路358號,22.616698,120.303742,178423.8159,2502007.243
12,6683,台北富邦商業銀行,西湖分行,台北市內湖區內湖路一段240號,25.0821714,121.5656628,307060.5651,2774998.474
12,6694,台北富邦商業銀行,金城分行(客戶移撥土城分行服務),新北市土城區中央路一段100號,24.9884524,121.446687,295093.0928,2764572.787
12,6708,台北富邦商業銀行,萬隆分行(客戶移撥景美分行服務),台北市文山區景文街64號,24.9907059,121.541057,304618.9243,2764857.086
12,6719,台北富邦商業銀行,中港分行,台中市西區台灣大道二段218號,24.1521315,120.6690084,216363.9658,2671911.174
12,6720,台北富邦商業銀行,新莊分行,新北市新莊區新泰路227號,25.03936,121.446101,295015.371,2770211.331
12,6731,台北富邦商業銀行,桃園分行,桃園市桃園區中華路33號,24.9909024,121.3110428,281399.0701,2764805.905
12,6742,台北富邦商業銀行,台南分行,台南市中西區民生路二段279號,22.9966797,120.1917647,167142.0049,2544143.786
12,6764,台北富邦商業銀行,松隆簡易型分行(客戶移撥永吉分行服務),台北市信義區永吉路199號,25.0457148,121.5734747,307865.721,2770963.631
12,6775,台北富邦商業銀行,埔墘分行,新北市板橋區中山路二段143號,25.0165958,121.4753389,297974.6154,2767699.903
12,6786,台北富邦商業銀行,北中壢分行,桃園市中壢區九和二街59號,24.9630728,121.2251421,272732.6681,2761706.3
12,6797,台北富邦商業銀行,三重分行,新北市三重區忠孝路二段36號,25.0707381,121.4855073,298979.3871,2773700.615
12,6801,台北富邦商業銀行,豐原分行,台中市豐原區向陽路139號,24.252427,120.7251596,222092.0403,2683006.65
12,6812,台北富邦商業銀行,中和分行,新北市中和區景平路696號,25.0019066,121.4969909,300165.8921,2766080.7
12,6823,台北富邦商業銀行,鼓山分行,高雄市鼓山區明誠四路308號,22.6628303,120.285629,176586.2283,2507124.474
12,6845,台北富邦商業銀行,風城分行,新竹市建中路168號,24.8034334,120.9963238,249628.3362,2744005.784
12,6856,台北富邦商業銀行,彰化分行,彰化縣彰化市中山路二段349號,24.0744019,120.54353,203584.4216,2663338.386
12,6867,台北富邦商業銀行,東湖分行,台北市內湖區康寧路3段69號,25.0722089,121.6086198,311398.8715,2773913.783
12,6878,台北富邦商業銀行,永和分行,新北市永和區中山路一段1號,25.0101498,121.5142955,301909.1709,2767000.272
12,6889,台北富邦商業銀行,岡山簡易型分行,高雄市岡山區中山北路178號,22.7979774,120.2975088,177878.0265,2522084.18
12,6890,台北富邦商業銀行,台北一０一分行,台北市信義區市府路45號,25.0334929,121.564101,306925.5014,2769605.887
12,7015,台北富邦商業銀行,雙連分行(客戶移撥營業部服務),台北市中山區中山北路2段50號,25.0560492,121.5222517,302692.6155,2772087.403
12,7026,台北富邦商業銀行,南京東路分行,台北市中山區南京東路二段139號,25.0522322,121.5356187,304042.9786,2771669.883
12,7037,台北富邦商業銀行,敦北分行,台北市松山區民生東路三段138號,25.057434,121.547124,305201.5354,2772250.71
12,7048,台北富邦商業銀行,仁愛分行,台北市大安區仁愛路三段32號,25.0376165,121.5368204,304170.6515,2770051.447
12,7059,台北富邦商業銀行,高雄分行,高雄市新興區六合一路1號,22.6321588,120.3129946,179382.9245,2503714.853
12,7060,台北富邦商業銀行,中正分行,桃園市桃園區中正路1088號,25.014803,121.2993956,280217.4576,2767450.557
12,7071,台北富邦商業銀行,台中分行,台中市西區柳川西路二段196號,24.141761,120.674901,216960.1221,2670761.234
12,7093,台北富邦商業銀行,松山分行,台北市信義區松山路421號,25.0405637,121.5780536,308330.1958,2770395.03
12,7107,台北富邦商業銀行,土城分行,新北市土城區中央路一段100號,24.9884524,121.446687,295093.0928,2764572.787
12,7118,台北富邦商業銀行,東寧分行,台南市東區東寧路186號,22.9910402,120.2240755,170451.2573,2543501.376
12,7129,台北富邦商業銀行,鳳山分行,高雄市鳳山區文衡路508號,22.6413286,120.3490567,183094.2932,2504713.596
12,7130,台北富邦商業銀行,中壢分行,桃園市中壢區中北路二段119號,24.9516501,121.2259497,272816.3172,2760441.237
12,7152,台北富邦商業銀行,安和分行,台北市大安區仁愛路四段169號,25.0381583,121.552257,305728.1478,2770117.725
12,7163,台北富邦商業銀行,正義分行,新北市三重區正義北路279號,25.0704249,121.4952416,299961.5543,2773669.485
12,7174,台北富邦商業銀行,大湳分行,桃園市八德區金和路2號,24.9554615,121.2982449,280115.7703,2760877.484
12,7185,台北富邦商業銀行,嘉義分行,嘉義市仁愛路395號,23.4765949,120.4419621,192996.4505,2597170.062
12,7196,台北富邦商業銀行,苓雅分行(客戶移撥港都分行服務),高雄市苓雅區中山二路358號,22.616698,120.303742,178423.8159,2502007.243
12,7211,台北富邦商業銀行,板橋分行,新北市板橋區文化路一段266號,25.02076,121.466952,297126.5472,2768158.205
12,7222,台北富邦商業銀行,北台中分行,台中市北屯區文心路四段333號,24.1729951,120.6807268,217560.0921,2674219.066
12,7233,台北富邦商業銀行,三民分行,高雄市三民區大順二路530號,22.6510146,120.3227481,180395.0187,2505798.228
12,7244,台北富邦商業銀行,建國分行,台北市中山區建國北路二段196號,25.0600843,121.5366108,304139.6317,2772540.024
12,7255,台北富邦商業銀行,新竹分行,新竹市中正路141號,24.8087135,120.9668834,246652.0536,2744591.003
12,7266,台北富邦商業銀行,新店分行,新北市新店區北新路二段266號,24.9785565,121.542746,304794.8142,2763512.041
12,7277,台北富邦商業銀行,天母分行,台北市士林區天母東路36號,25.117798,121.532667,303716.5259,2778931.18
12,7288,台北富邦商業銀行,汐止分行,新北市汐止區新台五路一段81號,25.0610692,121.6463513,315211.305,2772697.535
12,7303,台北富邦商業銀行,永康分行,台南市永康區大灣路856號,22.9999295,120.2571245,173844.604,2544468.229
12,7314,台北富邦商業銀行,城中分行,台北市中正區襄陽路9號,25.0435201,121.5157864,302045.577,2770697.109
12,7336,台北富邦商業銀行,五股分行(客戶移撥北新莊分行服務),新北市新莊區中華路三段80號,25.0560061,121.4523022,295634.9706,2772057.209
12,7347,台北富邦商業銀行,新營分行,台南市新營區民治路301號,23.305252,120.303237,178733.6402,2578256.671
12,7358,台北富邦商業銀行,屏東分行,屏東縣屏東市公園路21之1號,22.6735411,120.4930629,197908.1087,2508222.949
12,7369,台北富邦商業銀行,前鎮分行,高雄市前鎮區保泰路289號,22.602143,120.3329,181414.1779,2500381.811
12,7370,台北富邦商業銀行,敦南分行,台北市松山區敦化南路一段108號,25.0455163,121.5484754,305343.2372,2770931.188
12,7381,台北富邦商業銀行,保生分行,新北市永和區保生路3號,25.0072838,121.5064839,301121.8989,2766679.851
12,7392,台北富邦商業銀行,員林分行,彰化縣員林市莒光路596號,23.966599,120.56697,205931.1884,2651391.714
12,7406,台北富邦商業銀行,羅東分行,宜蘭縣羅東鎮興東路286號,24.6845511,121.7706926,327992.6933,2731057.682
12,7417,台北富邦商業銀行,瑞湖分行,台北市內湖區瑞湖街62號,25.073712,121.575546,308061.5323,2774065.665
12,7428,台北富邦商業銀行,基和簡易型分行(客戶移撥敦和分行服務),台北市大安區敦化南路二段97號,25.0289307,121.549271,305430.9715,2769094.399
12,7439,台北富邦商業銀行,南昌簡易型分行(客戶移撥金華分行服務),台北市大安區和平東路一段178號,25.026277,121.5294,303426.7543,2768792.474
12,7451,台北富邦商業銀行,花蓮分行,花蓮縣花蓮市林森路256號,23.9822454,121.6070529,311771.783,2653189.867
12,7462,台北富邦商業銀行,竹北分行,新竹縣竹北市文興路二段100號,24.8073116,121.035161,253554.6665,2744435.781
12,7473,台北富邦商業銀行,南台中分行,台中市南屯區文心路一段272號,24.1448271,120.6469564,214120.9394,2671107.68
12,7484,台北富邦商業銀行,博愛分行,高雄市左營區至聖路251號,22.6594806,120.3049703,178572.2122,2506744.128
12,7495,台北富邦商業銀行,蘆洲分行,新北市蘆洲區中正路69號,25.082972,121.4704122,297451.8116,2775050.325
12,7509,台北富邦商業銀行,華江分行,新北市板橋區文化路二段285號,25.0293586,121.4714818,297580.4028,2769112.209
12,7510,台北富邦商業銀行,大直分行,台北市中山區明水路602號,25.081627,121.551889,305671.3675,2774932.429
12,7521,台北富邦商業銀行,樹林分行,新北市樹林區文化街27號,24.9876683,121.4191594,292314.4143,2764477.067
12,7532,台北富邦商業銀行,基隆分行,基隆市仁愛區仁一路279號,25.128391,121.74729,325354.2495,2780207.19
12,7543,台北富邦商業銀行,竹科分行,新竹市關新路186號,24.7873232,121.0197836,252000.3803,2742221.577
12,7554,台北富邦商業銀行,林口分行,新北市林口區文化三路一段441號,25.0744993,121.367809,287104.3852,2774079.755
12,7565,台北富邦商業銀行,新板分行,新北市板橋區縣民大道一段288號,25.0102462,121.4610783,296537.706,2766991.62
12,7576,台北富邦商業銀行,三峽分行,新北市樹林區學成路541號,24.9459204,121.3803773,288412.2548,2759841.409
12,7587,台北富邦商業銀行,南崁分行,桃園市蘆竹區忠孝東路20號,25.0454104,121.2949694,279763.3422,2770839.751
12,7598,台北富邦商業銀行,東台南分行,台南市東區中華東路三段318號,22.9745829,120.2231632,170348.0745,2541679.392
12,7602,台北富邦商業銀行,左營分行,高雄市左營區博愛四路361號,22.686172,120.3151924,179636.3849,2509694.9
12,7613,台北富邦商業銀行,大里分行,台中市大里區國光路二段188號,24.104577,120.68145,217616.3454,2666641.574
12,7624,台北富邦商業銀行,得和分行,新北市永和區得和路407號,24.9992571,121.5257571,303070.7204,2765798.183
12,7635,台北富邦商業銀行,斗六分行,雲林縣斗六市中山路82號,23.7081578,120.5407058,203165.5558,2622778.526
12,7646,台北富邦商業銀行,國美分行,台中市西區五權西路一段260號,24.1402848,120.6554355,214981.4217,2670602.472
12,7657,台北富邦商業銀行,南勢角分行,新北市中和區景新街347號,24.9910163,121.5120424,301689.7605,2764880.095
12,7668,台北富邦商業銀行,北屯分行,台中市北屯區崇德路三段138號,24.1845891,120.6864328,218142.7352,2675501.8
12,7679,台北富邦商業銀行,淡水分行,新北市淡水區中山北路二段223號,25.1866402,121.4440144,294751.1574,2786524.224
12,7680,台北富邦商業銀行,西屯分行,台中市西屯區河南路二段363號,24.1715645,120.6447565,213904.8804,2674069.435
12,7691,台北富邦商業銀行,北新分行,新北市新店區北新路一段128號,24.970264,121.5425864,304782.3736,2762593.461
12,7705,台北富邦商業銀行,市政分行,台中市西屯區文心路二段107號,24.1588658,120.6467105,214099.8715,2672662.54
12,7716,台北富邦商業銀行,北新莊分行,新北市新莊區中華路三段80號,25.0560061,121.4523022,295634.9706,2772057.209
12,7727,台北富邦商業銀行,大雅簡易型分行,台中市大雅區雅潭路四段837號,24.220877,120.647965,214244.6418,2679530.039
12,7738,台北富邦商業銀行,新北大道分行,新北市三重區新北大道一段8號,25.0616363,121.4886413,299299.2018,2772693.59
12,7750,台北富邦商業銀行,東林口分行,桃園市龜山區復興一路238號,25.0571819,121.3648117,286807.1907,2772160.787
12,7761,台北富邦商業銀行,南桃園分行,桃園市桃園區中山路791號,24.9902386,121.2897401,279248.7553,2764727.617
12,7772,台北富邦商業銀行,信安分行,台北市大安區信義路三段151號,25.0336459,121.5422289,304718.1962,2769613.816
12,7783,台北富邦商業銀行,光明分行,新竹縣竹北市光明六路263號,24.8289947,121.0059266,250599.0563,2746836.938
12,7794,台北富邦商業銀行,宜蘭分行,宜蘭縣宜蘭市中山路三段152號,24.7591336,121.7531827,326175.2366,2739308.892
12,7808,台北富邦商業銀行,台東分行,台東縣台東市中華路一段366號,22.7546268,121.153267,265740.019,2517120.793
12,7819,台北富邦商業銀行,北台南分行,台南市北區西門路四段374號,23.0143536,120.209909,169012.7393,2546090.863
13,257,國泰世華商業銀行,新莊分行,新北市新莊區中正路245號,25.0355489,121.4501533,295425.6915,2769790.55
13,268,國泰世華商業銀行,鳳山分行,高雄市鳳山區中山西路203號,22.6275639,120.3494307,183126.0743,2503189.223
13,279,國泰世華商業銀行,安和分行,台北市大安區安和路二段92號,25.0287447,121.5502169,305526.5148,2769074.184
13,280,國泰世華商業銀行,松江分行,台北市中山區松江路328號,25.0610299,121.532853,303760.0808,2772643.265
13,291,國泰世華商業銀行,苓雅分行,高雄市苓雅區林森二路89號,22.6210264,120.3061677,178675.4219,2502485.378
